location,name
"882 Nguyễn Duy Trinh, P. Phú Hữu, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"
 
",Nhà thuốc Long Châu
"
 
",Nhà thuốc Long Châu
"102 Đường Số 5, P. Linh Xuân, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"266 Long Phước, P. Long Phước, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"104B Đường Số 154, P. Tân Phú, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"51 Trần Não, P. An Khánh, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"Thôn Trung Thành, xã Hùng Sơn, huyện Hiệp Hòa, Bắc Giang 
SĐT: 0979891741",Quầy thuốc Hùng Sơn
"457 Hoàng Văn Thái, TT. Thắng, H. Hiệp Hòa, Tỉnh Bắc Giang 
SĐT: 18006928",Nhà thuốc Long Châu
"Số 334 phố Thanh Xuân, thị trấn Đồi Ngô, huyện Lục Nam, Bắc Giang 
SĐT: 0392866448",Nhà thuốc Thiện Tâm
"245-247-249 Thân Nhân Trung, TT. Bích Động, H. Việt Yên, Tỉnh Bắc Giang 
SĐT: 18006928",Nhà thuốc Long Châu
"Tổ dân phố 13, thị trấn Nham Biền, huyện Yên Dũng, Bắc Giang 
SĐT: 0979765161",Nhà Thuốc Phương Phượng
"Thôn Buồng Núi, xã Tiến Dũng, huyện Yên Dũng, Bắc Giang 
SĐT: 0355334525",Phòng khám Vũ Thị Hồng Thắm
"408 Thiên Đức, P. Vệ An, TP. Bắc Ninh, Tỉnh Bắc Ninh 
SĐT: 18006928",Nhà thuốc Long Châu
"TT Thứa, huyện Lương Tài, Bắc Ninh 
SĐT: 0986344559",Bệnh viện Đa khoa Huyện Lương Tài
"Quốc Lộ 17, X. Hà Mãn, H. Thuận Thành, Tỉnh Bắc Ninh 
SĐT: 18006928",Nhà thuốc Long Châu
"189 Âu Cơ, TT. Hồ, H. Thuận Thành, Tỉnh Bắc Ninh 
SĐT: 18006928",Nhà thuốc Long Châu
"92 Pác Pó, P. Ngọc Xuân, TP. Cao Bằng, Tỉnh Cao Bằng 
SĐT: 18006928",Nhà thuốc Long Châu
"46 Đông Khê, P. Tân Giang, TP. Cao Bằng, Tỉnh Cao Bằng 
SĐT: 18006928",Nhà thuốc Long Châu
"165 Xuân Trường, P. Hợp Giang, TP. Cao Bằng, Tỉnh Cao Bằng 
SĐT: 18006928",Nhà thuốc Long Châu
"
 
",Nhà thuốc Long Châu
"164 Đường 51, P. An Phú, TP.Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"
 
",Nhà thuốc Long Châu
"354 Trường Chinh, P. Mường Thanh, TP. Điện Biên Phủ, Tỉnh Điện Biên 
SĐT: 18006928",Nhà thuốc Long Châu
"1066-1068 Võ Nguyên Giáp, P. Mường Thanh, TP. Điện Biên Phủ, Tỉnh Điện Biên 
SĐT: 18006928",Nhà thuốc Long Châu
"84 Tổ Dân Phố 7, P. Nam Thanh, TP. Điện Biên Phủ, Tỉnh Điện Biên 
SĐT: 18006928",Nhà thuốc Long Châu
"291 Nguyễn Thái Học, P. Trần Phú, TP. Hà Giang, Tỉnh Hà Giang 
SĐT: 18006928",Nhà thuốc Long Châu
"197 Nguyễn Thái Học, P. Trần Phú, TP. Hà Giang, Tỉnh Hà Giang 
SĐT: 18006928",Nhà thuốc Long Châu
"141, Tổ 7, TT. Vị Xuyên, H. Vị Xuyên, Tỉnh Hà Giang 
SĐT: 18006928",Nhà thuốc Long Châu
"Đội 8, xã Tràng An, huyện Bình Lục, Hà Nam 
SĐT: 0374102098",Nhà thuốc Tân Phúc
"Số 104 Trần Hưng Đạo, huyện Lý Nhân, Hà Nam 
SĐT: 0916120451",Shop An An Kids
"Số 169 Trần Nhân Tông, xã Vĩnh Trụ, huyện Lý Nhân, Hà Nam 
SĐT: 0911222412",Shop mẹ và bé Thảo Trần
"Phường Minh Khai, TP Phủ Lý, Hà Nam",Nhà thuốc bệnh viện Sản Nhi Hà Nam
"Số 25 Phạm Ngọc Thạch, TP Phủ Lý, Hà Nam 
SĐT: 0981090480 hoặc 0918849228",Nhà thuốc Diệp Thu
"Thôn 2, xã Phù Vân, TP Phủ Lý, Hà Nam 
SĐT: 0943599861",Nhà thuốc Mai Linh
"116 Trường Chinh, P. Minh Khai, TP.Phủ Lý,Tỉnh Hà Nam 
SĐT: 18006928",Nhà thuốc Long Châu
"119 Lê Công Thanh, P. Minh Khai, TP. Phủ Lý, Tỉnh Hà Nam 
SĐT: 18006928",Nhà thuốc Long Châu
"433 Lý Thường Kiệt, P. Lê Hồng Phong, TP. Phủ lý, Tỉnh Hà Nam 
SĐT: 18006928",Nhà thuốc Long Châu
"139 Trường Chinh, P. Minh Khai, TP. Phủ Lý, Tỉnh Hà Nam 
SĐT: 18006928",Nhà thuốc Long Châu
"139 Trường Chinh, P. Minh Khai, TP. Phủ Lý, Tỉnh Hà Nam 
SĐT: 18006928",Nhà thuốc Long Châu
"Phố Cà, xã Thanh Nguyên, huyện Thanh Liêm, Hà Nam 
SĐT: 0366998625",Quầy thuốc Tân Liên
"Phố Mới, xã Bình Xuyên, huyện Bình Giang, Hải Dương 
SĐT: 0358066954",Phòng Khám nhi khoa Bác sỹ Đoàn Quang Định
"Số 107 Thái Học 1, xã Sao Đỏ, huyện Chí Linh, Hải Dương 
SĐT: 0968025858",Shop Nhím Baby
"Số 114 Hữu Nghị, xã Sao Đỏ, huyện Chí Linh, Hải Dương 
SĐT: 0981459880",Shop Mẹ Bông Bắp
"Xã Liên Hồng, huyện Gia Lộc, Hải Dương",Nhà thuốc bệnh viện Nhi Hải Dương
"Thôn Hữu Chung, xã Tân Phong, huyện Ninh Giang, Hải Dương 
SĐT: 0973963280",Quầy Thuốc Hoàng Hoa
"108 Lý Thánh Tông, P. Hải Sơn, Q. Đồ Sơn, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"72 Cát Bi, P. Cát Bi, Q. Hải An, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"72 Cát Bi, P. Cát Bi, Q. Hải An, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"167 Ngô Gia Tự, P. Đằng Lâm, Q. Hải An, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"Số 283 Đồng Hòa, phường Đồng Hòa, quận Kiến An, Hải Phòng 
0377729725",Phòng mạch BS Nguyệt
"48 Trần Thành Ngọ, P. Trần Thành Ngọ, Q. Kiến An, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"163 Trần Thành Ngọ, P. Trần Thành Ngọ, Q. Kiến An, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"02 Trần Nhân Tông, P. Quán Trữ, Q. Kiến An, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"138 Trần Tất Văn, P. Phù Liễn, Q. Kiến An, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"138 Trần Tất Văn, P. Phù Liễn, Q. Kiến An, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"Số nhà 33/147 Đình Đông, phường Đông Hải, quận Lê Chân, Hải Phòng 
SĐT: 0977102958",Nhà thuốc Hoàng Hà
"313 Hai Bà Trưng, P. Cát Dài, Q. Lê Chân, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"313 Hai Bà Trưng, P. Cát Dài, Q. Lê Chân, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"89 Thiên Lôi, P. Vĩnh Niệm, Q. Lê Chân, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"89 Thiên Lôi, P. Vĩnh Niệm, Q. Lê Chân, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"70 Nguyễn Đức Cảnh, P. An Biên, Q. Lê Chân, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"498 Thiên Lôi, P. Vĩnh Niệm, Q. Lê Chân, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"173 Cát Cụt, P. Hồ Nam, Q. Lê Chân, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"147 Nguyễn Đức Cảnh, P. Cát Dài, Q. Lê Chân, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"546 Chợ Hàng, P. Dư Hàng Kênh, Q. Lê Chân, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"22C Lê Lợi, P. Máy Tơ, Q. Ngô Quyền, TP. Hải Phòng 
SĐT: 18006928",Nhà thuốc Long Châu
"Đối diện bệnh viện Đa khoa Thuỷ nguyên, thôn 6, xã Thuỷ Sơn, huyện Thuỷ Nguyên, Hải Phòng 
SĐT: 0934383404",Phòng khám Tai mũi họng Khánh Linh
"Số 143, thôn 6, xã Mỹ Đồng, huyện Thủy Nguyên, Hải Phòng 
SĐT: 0934383404",Nhà thuốc Khánh Linh 2
"Số nhà 498, tổ 10, phường Đồng Tiến, TP Hòa Bình, Hòa Bình 
SĐT: 0989311115",Nhà thuốc 99
"64 Đinh Tiên Hoàng, phường Tân Thịnh, TP Hòa Bình, Hòa Binh SĐT 0979161082",Nhà thuốc Tây Bắc
"880-882 Cù Chính Lan, P. Phương Lâm, TP. Hòa Bình, Tỉnh Hòa Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"423 Cù Chính Lan, P. Phương Lâm, TP. Hòa Bình, Tỉnh Hòa Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"02 Chi Lăng, P. Quỳnh Lâm, TP. Hòa Bình, Tỉnh Hòa Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"2 Đinh Tiên Hoàng, P. Tân Thịnh, TP. Hòa Bình, Tỉnh Hòa Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"599 Trần Phú, TT. Lương Sơn, H. Lương Sơn, Tỉnh Hòa Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"Tiểu Khu 4, TT. Mai Châu, H. Mai Châu, Tỉnh Hòa Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"99 Khu Tâm Đức, TT. Mãn Đức, H. Tân Lạc, Tỉnh Hoà Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"Cạnh ủy ban xã yên Trị, huyện Yên Thủy, Hòa Bình 
SĐT: 0973427332",Sữa bỉm Tình Tươi
"Thôn Du Mỹ, xã Vân Du, huyện Ân Thi, Hưng Yên 
SĐT: 0973543923",Quầy thuốc Anh Dũng
"Số 262 Nguyễn Khoái. thị trấn Khoái Châu, huyện Khoái Châu, Hưng Yên 
SĐT: 0912938256",Phòng khám Phan Văn Quynh
"Thôn An Xá, xã Toàn Thắng, huyện Kim Động, tỉnh Hưng Yên 
SĐT: 0829268559",Quầy thuốc Thanh Hiền
"10-12 Phố Nối, P. Bần Yên Nhân, TX. Mỹ Hào, Tỉnh Hưng Yên 
SĐT: 18006928",Nhà thuốc Long Châu
"10-12 Phố Nối, P. Bần Yên Nhân, TX. Mỹ Hào, Tỉnh Hưng Yên 
SĐT: 18006928",Nhà thuốc Long Châu
"129 TDP Số 3, TT. Như Quỳnh, H. Văn Lâm, Tỉnh Hưng Yên 
SĐT: 18006928",Nhà thuốc Long Châu
"Thôn Liêu hạ, xã Tân Lập, huyện Yên Mỹ, Hưng Yên 
SĐT: 0356723873",Quầy thuốc Minh Đức
"353 Trần Phú, P. Tân Phong, TP. Lai Châu, Tỉnh Lai Châu 
SĐT: 18006928",Nhà thuốc Long Châu
"Thôn Nghĩa Xuyên, xã Trung Hoà, huyện Yên Mỹ, Hưng Yên 
SĐT: 0389797586",Shop Hello Kids 1
"240 Yên Mỹ, TT. Yên Mỹ, H. Yên Mỹ, Tỉnh Hưng Yên 
SĐT: 18006928",Nhà thuốc Long Châu
"177 Hoàng Văn Thụ, TT. Đồng Đăng, H. Cao Lộc, Tỉnh Lạng Sơn 
SĐT: 18006928",Nhà thuốc Long Châu
"4 Ngô Quyền, P. Vĩnh Trại, TP. Lạng Sơn, Tỉnh Lạng Sơn 
SĐT: 18006928",Nhà thuốc Long Châu
"117 Trần Đăng Ninh, P. Tam Thanh, TP. Lạng Sơn, Tỉnh Lạng Sơn 
SĐT: 18006928",Nhà thuốc Long Châu
"26 Trần Đăng Ninh, P. Hoàng Văn Thụ, TP. Lạng Sơn, Tỉnh Lạng Sơn 
SĐT: 18006928",Nhà thuốc Long Châu
"309 Hùng Vương, TT. Bát Xát, H. Bát Xát, Tỉnh Lào Cai 
SĐT: 18006928",Nhà thuốc Long Châu
"Số 154 Hàm Nghi, phường Kim Tân, TP Lào Cai, Lào Cai 
SĐT: 0964028289",Nhà thuốc Thụy Vân
"32 Nhạc Sơn, P. Duyên Hải, TP. Lào Cai, Tỉnh Lào Cai 
SĐT: 18006928",Nhà thuốc Long Châu
"257 Nguyễn Huệ, P. Lào Cai, TP. Lào Cai, Tỉnh Lào Cai 
SĐT: 18006928",Nhà thuốc Long Châu
"67 Nguyễn Du, P. Kim Tân, TP. Lào Cai, Tỉnh Lào Cai 
SĐT: 18006928",Nhà thuốc Long Châu
"143 Hàm Nghi, P. Kim Tân, TP. Lào Cai, Tỉnh Lào Cai 
SĐT: 18006928",Nhà thuốc Long Châu
"559 Hoàng Quốc Việt, P. Pom Hán, TP. Lào Cai, Tỉnh Lào Cai 
SĐT: 18006928",Nhà thuốc Long Châu
"291-293 Trần Huy Liệu, P. Văn Miếu, TP. Nam Định, Tỉnh Nam Định 
SĐT: 18006928",Nhà thuốc Long Châu
"8 Minh Khai, P. Nguyễn Du, TP. Nam Định, Tỉnh Nam Định 
SĐT: 18006928",Nhà thuốc Long Châu
"28 Hai Bà Trưng, P. Trần Hưng Đạo, TP. Nam Định, Tỉnh Nam Định 
SĐT: 18006928",Nhà thuốc Long Châu
"376-378-380 Hoàng Văn Thụ, P. Quang Trung, TP. Nam Định, Tỉnh Nam Định 
SĐT: 18006928",Nhà thuốc Long Châu
"376-378-380 Hoàng Văn Thụ, P. Quang Trung, TP. Nam Định, Tỉnh Nam Định 
SĐT: 18006928",Nhà thuốc Long Châu
"118 Trần Nhật Duật, P. Trần Tế Xương, TP. Nam Định, Tỉnh Nam Định 
SĐT: 18006928",Nhà thuốc Long Châu
"8 Trần Huy Liệu, P. Trần Đăng Ninh, TP. Nam Định, Tỉnh Nam Định 
SĐT: 18006928",Nhà thuốc Long Châu
"85 Mạc Thị Bưởi, P. Quang Trung, TP. Nam Định, Tỉnh Nam Định 
SĐT: 18006928",Nhà thuốc Long Châu
"75H Điện Biên, P. Cửa Bắc, TP. Nam Định, Tỉnh Nam Định 
SĐT: 18006928",Nhà thuốc Long Châu
"Tổ Dân Phố 11, TT. Nam Giang, H. Nam Trực, Tỉnh Nam Định 
SĐT: 18006928",Nhà thuốc Long Châu
"Ngã 3 vân long, xã Gia Vân, huyện Gia Viễn, Ninh Bình 
SĐT: 0972567682",Quầy thuốc Thu Hà
"Thôn Xuân Hòa, xã Gia Xuân, huyện Gia Viễn, Ninh Bình 
SĐT: 0333662100",Phòng khám Bác sỹ Diệu
Chợ đò gia thanh gia viễn ninh bình 0974140357,Quầy thuốc Thu Hiền
"18A Phát Diệm Đông, TT. Phát Diệm, H. Kim Sơn, Tỉnh Ninh Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"Xóm 6, X. Quang Thiện, H. Kim Sơn, Tỉnh Ninh Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"số nhà 364 phố Tân Tiến, huyện Nho Quan, Ninh Bình 
SĐT: 0973427332",Sữa bỉm Tình Tươi
"Ngã Ba Rịa, X. Phú Lộc, H. Nho Quan, Tỉnh Ninh Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"Phố Tân Lập, TT. Nho Quan, H. Nho Quan, Tỉnh Ninh Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"Xã Nghĩa Bình, huyện Nghĩa Hưng, Nam Định 
SĐT: 0914660013",Quầy thuốc Vũ Hường
"Số 157 Trần Hưng đạo, khu phố 7, phường Đông Thành, TP Ninh Bình, Ninh Bình 
SĐT: 0888166333",Shop mẹ và bé Huyền
"Ql10 ngã tư BigC, Xã Ninh Phúc, TP Ninh Bình, Ninh Bình 
SĐT: 0985979666",Quầy thuốc số 1
"16-18 Hải Thượng Lãn Ông, P. Phúc Thành, TP. Ninh Bình, Tỉnh Ninh Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"178 Vân Giang, P. Vân Giang, TP. Ninh Bình, Tỉnh Ninh Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"245 Nguyễn Công Trứ, P. Thanh Bình, TP. Ninh Bình, Tỉnh Ninh Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"1052 Trần Hưng Đạo, P. Phúc Thành, TP. Ninh Bình, Tỉnh Ninh Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"125 Đinh Tiên Hoàng, P. Đông Thành, TP. Ninh Bình, Tỉnh Ninh Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"76 Tuệ Tĩnh, P. Nam Thành, TP. Ninh Bình, Tỉnh Ninh Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"953 Trần Hưng Đạo, P. Vân Giang, TP. Ninh Bình, Tỉnh Ninh Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"519 Trần Hưng Đạo, P. Ninh Khánh, TP. Ninh Bình, Tỉnh Ninh Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"29-31 Quang Trung, P. Trung Sơn, TP. Tam Điệp, Tỉnh Ninh Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"410 Quang Trung, P. Bắc Sơn, TP. Tam Điệp, Tỉnh Ninh Bình 
SĐT: 18006928",Nhà thuốc Long Châu
số 17 đường Phạm Cự Lượng Phố 3 Thị trấn Yên Ninh Huyện Yên Khánh Tỉnh Ninh Bình – 0973719990,Thuốc Tốt 24h
"74 Phố Phú Cường, P. Phong Châu, TX. Phú Thọ, Tỉnh Phú Thọ 
SĐT: 18006928",Nhà thuốc Long Châu
"74 Phố Phú Cường, P. Phong Châu, TX. Phú Thọ, Tỉnh Phú Thọ 
SĐT: 18006928",Nhà thuốc Long Châu
"Khu 5, thị trấn Thanh Thủy, huyện Thanh Thủy, Phú Thọ 
SĐT: 0979277123",Nhà thuốc Thân Huệ
"SN 1982 Hùng Vương, Nông Trang, Việt Trì, Phú Thọ",NT Trường Giang 2
"Cổng bệnh viện Sản nhi Phú Thọ, số 570 Nguyễn Tất Thành, phường Nông Trang, TP Việt Trì, Phú Thọ 
SĐT: 0376869980",Phòng khám Thiện Tâm
"179 Quang Trung, P. Nông Trang, TP. Việt Trì, Tỉnh Phú Thọ 
SĐT: 18006928",Nhà thuốc Long Châu
"807 Hùng Vương, P. Bến Gót, TP. Việt Trì, Tỉnh Phú Thọ 
SĐT: 18006928",Nhà thuốc Long Châu
"214-216 Hàn Thuyên, P. Tân Dân, TP. Việt Trì, Tỉnh Phú Thọ 
SĐT: 18006928",Nhà thuốc Long Châu
"Dốc Ba Tầng, ngã ba Thanh Niên, TP Cẩm Phả, Quảng Ninh 
SĐT: 0914466011",Nhà thuốc Lâm Đoan
"108 Trần Phú, P. Cẩm Tây, TP. Cẩm Phả, Tỉnh Quảng Ninh 
SĐT: 18006928",Nhà thuốc Long Châu
"01 Thanh Niên, P. Cẩm Thành, TP. Cẩm Phả, Tỉnh Quảng Ninh 
SĐT: 18006928",Nhà thuốc Long Châu
"Số 02 Bình Sơn Đông, xã Bình Dương, thị xã Đông Triều, Quảng Ninh 
SĐT: 0866182588",Shop Thế giới sữa
"Tổ 1 Minh Khai, phường Đại Yên, TP Hạ Long, Quảng Ninh 
SĐT: 0987572990",Nhà thuốc Thúy Hằng 2
"14 Giếng Đồn, P. Trần Hưng Đạo, TP. Hạ Long, Tỉnh Quảng Ninh 
SĐT: 18006928",Nhà thuốc Long Châu
"15-17 Phố Hoàng Long, P. Bạch Đằng, TP. Hạ Long, Tỉnh Quảng Ninh 
SĐT: 18006928",Nhà thuốc Long Châu
"48 Tô Hiến Thành, P. Trần Hưng Đạo, TP. Hạ Long, Tỉnh Quảng Ninh 
SĐT: 18006928",Nhà thuốc Long Châu
"282 Trần Phú, P. Cao Xanh, TP. Hạ Long, Tỉnh Quảng Ninh 
SĐT: 18006928",Nhà thuốc Long Châu
"91 Nguyễn Lương Bằng, P. Quyết Thắng , TP. Sơn La, Tỉnh Sơn La 
SĐT: 18006928",Nhà thuốc Long Châu
"33 Lê Đức Thọ, P. Quyết Thắng, TP. Sơn La, Tỉnh Sơn La 
SĐT: 18006928",Nhà thuốc Long Châu
"343A Chu Văn Thịnh, P. Tô Hiệu, TP. Sơn La, Tỉnh Sơn La 
SĐT: 18006928",Nhà thuốc Long Châu
"02 Chu Văn An, TT. Yên Châu, H. Yên Châu, Tỉnh Sơn La 
SĐT: 18006928",Nhà thuốc Long Châu
"Xóm 2, Khánh Hồng, Yên Khánh, Ninh Bình – 0973719990",Thuốc Tốt 24h
"Số 442, Phố 3, Thị Trấn Ninh, Yên Khánh, Ninh Bình – 0973719990",Thuốc Tốt 24h
khu 23 xã Vạn xuân Tam Nông Phú Thọ,QT Hoàn Hợp
"414 Lê Thánh Tông, TT. Yên Ninh, H. Yên Khánh, Tỉnh Ninh Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"214-216 Hàn Thuyên, P. Tân Dân, TP. Việt Trì, Tỉnh Phú Thọ 
SĐT: 18006928",Nhà thuốc Long Châu
"381 Châu Phong, P. Gia Cẩm, TP. Việt Trì, Tỉnh Phú Thọ 
SĐT: 18006928",Nhà thuốc Long Châu
"2079 Hùng Vương, P. Gia Cẩm, TP. Việt Trì, Tỉnh Phú Thọ 
SĐT: 18006928",Nhà thuốc Long Châu
"Chợ hải sản Đại Yên, phường Đại Yên, TP Hạ Long, Quảng Ninh 
SĐT: 0866704628",Nhà thuốc Thúy Hằng 6
"Số nhà 16 Khu 1, phường Quảng Yên, thị xã Quảng Yên, Tỉnh Quảng Ninh 
SĐT: 0977102958",Nhà thuốc Hà Hoàng
"Số 57 Trần Nhật Duật, phường Quảng Yên, thị xã Quảng Yên, Quảng Ninh 
SĐT: 0982080510",Nhà thuốc Hạnh Liên
"PG1-11 Quang Trung, P. Đề Thám, TP. Thái Bình, Tỉnh Thái Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"794 Lý Bôn, P. Trần Lãm, TP. Thái Bình, Tỉnh Thái Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"222-224 Lê Quý Đôn, P. Bồ Xuyên, TP. Thái Bình, Tỉnh Thái Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"732A Lý Bôn, P. Kỳ Bá, TP. Thái Bình, Tỉnh Thái Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"332 TDP 05, TT. Diêm Điền, H. Thái Thuỵ, Tỉnh Thái Bình 
SĐT: 18006928",Nhà thuốc Long Châu
"Phố chợ 2, thị trấn Hùng Sơn, huyện Đại Từ, Thái Nguyên 
SĐT: 0979575818",Shop Hà Sữa – Thế Giới Mẹ Và Bé
"Tổ dân phố Chợ 1, TT. Hùng Sơn, H. Đại Từ, Tỉnh Thái Nguyên 
SĐT: 18006928",Nhà thuốc Long Châu
"387 Phố Trung Tâm, TT. Chợ Chu, H. Định Hóa, Tỉnh Thái Nguyên 
SĐT: 18006928",Nhà thuốc Long Châu
"Số 533 ngã tư Việt Đức, phường Thắng Lợi, TP Sông Công, Thái Nguyên 
SĐT: 0972024589",Nhà thuốc Trung Hằng
"Ngõ 158 đường Phan Đình Phùng, phường Phan Đình Phùng, TP Thái Nguyên, Thái Nguyên 
SĐT: 0985888594/ 0374453777",Shop Gấu Đôi
"Số 171 tổ 2, phường Tân Lập, TP Thái Nguyên, Thái Nguyên 
SĐT: 0963941222",Nhà thuốc Phương Huy
"Số 469 Quang Trung, Tổ 10, phường Thịnh Đán, TP Thái Nguyên, Thái Nguyên 
SĐT: 0868836115",Nhà thuốc Huế Trang
"373 Lương Ngọc Quyến, P. Hoàng Văn Thụ, TP. Thái Nguyên, Tỉnh Thái Nguyên 
SĐT: 18006928",Nhà thuốc Long Châu
"Km 40, Thị trấn Tân Yên, Hàm Yên, Tuyên Quang 
SĐT: 0353296956",Phòng Khám Đa Khoa Hữu Nghị Bạch Mai
"116-118 TDP Quyết Tiến, TT. Sơn Dương, H. Sơn Dương, Tỉnh Tuyên Quang 
SĐT: 18006928",Nhà thuốc Long Châu
"388 Đường 17/8, P. Phan Thiết, TP. Tuyên Quang, Tỉnh Tuyên Quang 
SĐT: 18006928",Nhà thuốc Long Châu
"388 Đường 17/8, P. Phan Thiết, TP. Tuyên Quang, Tỉnh Tuyên Quang 
SĐT: 18006928",Nhà thuốc Long Châu
"361 Quang Trung, P. Phan Thiết, TP. Tuyên Quang, Tỉnh Tuyên Quang 
SĐT: 18006928",Nhà thuốc Long Châu
"86 Xã Tắc, P. Tân Quang, TP. Tuyên Quang, Tỉnh Tuyên Quang 
SĐT: 18006928",Nhà thuốc Long Châu
"360-362 Trường Chinh, P. Tân Hà, TP. Tuyên Quang, Tỉnh Tuyên Quang 
SĐT: 18006928",Nhà thuốc Long Châu
"495 Phạm Văn Đồng , P. Hưng Thành, TP. Tuyên Quang, Tỉnh Tuyên Quang 
SĐT: 18006928",Nhà thuốc Long Châu
"Xã Triệu Đề, huyện Lập Thạch, tỉnh Vĩnh Phúc 
SĐT: 0918088745",Phòng khám chuyên khoa Nhi Minh Đăng
"Tổ Dân Phố Tân Chiền, TT. Lập Thạch, H. Lập Thạch, Tỉnh Vĩnh Phúc 
SĐT: 18006928",Nhà thuốc Long Châu
"85 Trần Hưng Đạo, P. Trưng Trắc, TP. Phúc Yên, Tỉnh Vĩnh Phúc 
SĐT: 18006928",Nhà thuốc Long Châu
"94 Hai Bà Trưng, P. Hùng Vương, TP. Phúc Yên, Tỉnh Vĩnh Phúc 
SĐT: 18006928",Nhà thuốc Long Châu
"242 Trần Hưng Đạo, P. Trưng Trắc, TP. Phúc Yên, Tỉnh Vĩnh Phúc 
SĐT: 18006928",Nhà thuốc Long Châu
"242 Trần Hưng Đạo, P. Trưng Trắc, TP. Phúc Yên, Tỉnh Vĩnh Phúc 
SĐT: 18006928",Nhà thuốc Long Châu
"199 Bến Oánh, P. Trưng Vương, TP. Thái Nguyên, Tỉnh Thái Nguyên 
SĐT: 18006928",Nhà thuốc Long Châu
"326 Lương Ngọc Quyến, P. Đồng Quang, TP. Thái Nguyên, Tỉnh Thái Nguyên 
SĐT: 18006928",Nhà thuốc Long Châu
"235 Minh Cầu, P. Phan Đình Phùng, TP. Thái Nguyên, Tỉnh Thái Nguyên 
SĐT: 18006928",Nhà thuốc Long Châu
"190 Dương Tự Minh, P. Quang Trung, TP. Thái Nguyên, Tỉnh Thái Nguyên 
SĐT: 18006928",Nhà thuốc Long Châu
"Tổ 5, P. Tân Thịnh, TP. Thái Nguyên, Tỉnh Thái Nguyên 
SĐT: 18006928",Nhà thuốc Long Châu
"685 Lương Ngọc Quyến, P. Phan Đình Phùng, TP. Thái Nguyên, Tỉnh Thái Nguyên 
SĐT: 18006928",Nhà thuốc Long Châu
"199 Bến Tượng, P. Túc Duyên, TP. Thái Nguyên, Tỉnh Thái Nguyên 
SĐT: 18006928",Nhà thuốc Long Châu
