address,country,facebook,instagram,name,phone,pinterest,twitter,web
"44 Enoggera Terrace, Red Hill, Brisbane, Australia","Brisbane, Australia",https://www.facebook.com/intherapy,https://www.instagram.com/intherapy/,intherapy Ethical Beauty,+61 733695000,,,https://intherapy.com.au/
"Gennadi Grand Resort, Rhodes, Greece","Rhodes, Greece",https://www.facebook.com/gennadigrandresort/,https://www.instagram.com/gennadigrandresort/,Kozeen Spas,+30 6945634548 ,,https://twitter.com/gennadigrandres?lang=en,https://www.gennadigrandresort.com/explore/spa-wellness-rhodes
"St. Regis Hotel Osaka, 3-6-12 Honmachi, Chuo Ward, Osaka, Japan","Osaka, Japan",https://www.facebook.com/stregisosaka/,https://www.instagram.com/stregisosaka/?hl=en,IRIDIUM featuring SOTHYS,+81 676390672,,https://twitter.com/stregishotels?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.marriott.com/hotels/hotel-information/fitness-spa-services/details/osaxr-the-st-regis-osaka/6034324/
"Rua Nações Unidas, R. da Bavária, 533, Gramado","Gramado, Brazil",https://www.facebook.com/kuroteloficial/,https://www.instagram.com/kuroteloficial/,Kurotel – Medical Spa,+55 5432959300,,,https://www.kurotel.com.br/
"Minatoku, Akasaka 6-16-4 Akasaka GD Building, Tokyo, Japan","Tokyo, Japan",https://www.facebook.com/pg/lapidemtokyospa,https://www.instagram.com/lapidem_tokyo/,LAPIDEM TOKYO SPA,+81 364265231,https://www.pinterest.jp/gazzaradesign/,,https://www.lapidem.com/
"YON-KA Building 3F, 3-9-8 Kita Aoyama, Minato-ku, TOKYO, Japan","Tokyo, Japan",https://m.facebook.com/YonKaParisJAPAN/,https://www.instagram.com/yonkafr/?hl=en,L’espace YON-KA Omotesando,+81 354693447,,,https://lespaceyonka.jp/
,India,,,Lake View Spa,7894561230,,,
"Jareed Hotel, Prince Turki Bin Abdulaziz Road, Hittin, Exit 2, 933, Riyadh, Saudi Arabia","Riyadh, Saudi Arabia",https://www.facebook.com/Jareed-Hotels-105895985223268,https://www.instagram.com/jareedhotels/?hl=en,Jimam SPA,+966 11 400 4141,,https://twitter.com/jareedhotels,https://jareedhotels.com/spa-wellness/
"75 Gilbertson Road, Kardinya, Perth, Australia","Perth, Australia",https://www.facebook.com/lebeaudayspa,https://www.instagram.com/lebeauclinicandspa/,Le Beau Clinic and Spa,+61 893311122,,,https://www.day-spa-perth.com.au/
"Jl. Dewi Sri No.88E, Legian, Kecamatan Kuta Selatan, Kabupaten Badung, Bali, Indonesia","Bali, Indonesia",https://www.facebook.com/luminaaestheticsclinic,https://www.instagram.com/luminaaesthetics/?hl=en,Lumina Aesthetics,+62 81228888837,,,https://luminaaesthetics.com/
"101/28 Moo 1, Bophut, Koh Samui, Surat Thani,Thailand","Koh Samui, Thailand",https://www.facebook.com/HansarSamui/,https://www.instagram.com/hansarsamui/?hl=en,LUXSA Spa,+66 77245511,,https://mobile.twitter.com/hansarsamui,https://www.hansarsamui.com/Feel
"Lyttos Beach Hotel, Hersonissos, Crete, Greece","Crete, Greece",https://www.facebook.com/lyttosbeach/,https://www.instagram.com/lyttosbeach/?hl=en,LYTTOS Spa by Aegeo Spas at Lyttos Beach,+30 2897025245,,,https://www.lyttosbeach.gr
"Crowne Plaza Hotel District Zone 61, West Bay","Doha, Qatar",https://www.facebook.com/Luxury-Spa-Fitness-1379139982390740/,https://www.instagram.com/luxuryspafitness/,Luxury Spa & Fitness,+974 50021600,,https://twitter.com/luxuryspafitnes/,http://www.luxuryspafitness.com
"Alwadi Hotel Doha, Corner of Wadi Msheireb and Jassim bin Mohammed Street, Doha, Qatar","Doha, Qatar",https://www.facebook.com/alwadihoteldoha,https://www.instagram.com/alwadi.hotel.doha/,M|Spa,+974 40099999,,https://twitter.com/AlwadiHotelDoha,https://www.accorhotels.com/gb/hotel-8395-alwadi-hotel-doha-mgallery/index.shtml
"2/169 Howick Street, Bathurst, Australia","Bathurst, Australia",https://www.facebook.com/macquariemedspa,https://www.instagram.com/macquariemedispa/,Macquarie Medi Spa,+61 263322062,,,https://macquariemedispa.online/
"The Calile Hotel Brisbane, Level 1, 48 James Street, Fortitude Valley, Brisbane, Australia","Brisbane, Australia",https://www.facebook.com/kailomedispa/,http://instagram.com/kailomedispa_,KAILO Wellness Medispa,+61 732523225,,,https://www.kailo.com.au/
"SPA-HOTEL Jagdhof, Scheibe 44, Neustift im Stubaital, Austria","Neustift im Stubaital, Austria",https://www.facebook.com/hoteljagdhof.spa,https://www.instagram.com/jagdhofspahotel/,jSPA at SPA-Hotel Jagdhof,+43 52262666650,,https://twitter.com/JagdhofTyrol,https://www.hotel-jagdhof.at/en/
"The Vines Resort, Verdelho Drive, The Vines, Perth, Australia","Perth, Australia",https://www.facebook.com/keishispa/?ref=br_rs,https://www.instagram.com/keishi.spa/,Keishi Spa Novotel Vines Resort,+61 0892970737,,,https://www.vines.com.au/wellness/keishi-spa
"Kairali Ayurvedic Health Resort Pvt Ltd, D-130, Ambedkar Colony, Mehrauli, New Delhi, India","New Delhi, India",https://www.facebook.com/Kairali-The-Ayurvedic-Healing-Village-228852057130878/,https://www.instagram.com/kairali_the_healing_village/,Kairali Ayurvedic Healing Village,+91 8826021116,,https://twitter.com/kairaligroup,http://www.ktahv.com/
"Vathi, 72100, Crete, Agios Nikolaos, Greece","Crete, Greece",https://www.facebook.com/Daios.Cove.Resort,https://www.instagram.com/daios_cove/,Kēpos by Goco,+30 2841888019,https://gr.pinterest.com/daioscovecrete/,,https://www.daioscovecrete.com/wellness/kepos-by-goco
"Karma Kandara Bali, Jalan Villa Kandara, Banjar Wijaya Kusuma, Ungasan, Bali, Indonesia ","Bali, Indonesia",https://www.facebook.com/karmaspas/,https://www.instagram.com/karmaspas/?hl=en,Karma Spa,+62 3618482200,,https://twitter.com/ExperienceKarma,https://karmagroup.com/karma-spa/karma-spa-kandara-menu/
"The Westin Miyako Kyoto, Sanjo, Keage, Higashiyama Ward, Kyoto, Japan","Kyoto, Japan",https://www.facebook.com/westinmiyako.kyoto/,https://www.instagram.com/westinmiyakokyoto/?hl=en,Le Jardin Sothys at The Westin Miyako Kyoto,+81 757619587,,,https://www.marriott.com/hotels/hotel-reviews/ukywi-the-westin-miyako-kyoto/
"Le Domaine du Mas de Pierre *****, Saint-Paul de Vence, France","Saint-Paul de Vence, France",https://www.facebook.com/MasDePierre/photos/?ref=page_internal,https://www.instagram.com/lemasdepierre/,Le SPA at Domaine du Mas de Pierre,+33 493590037,,,https://www.lemasdepierre.com/en/espace-bien-etre-le-spa/
"Domaine De Verchant, 1 Boulevard Philippe Lamour, Castelnau Le Lez, France","Castelnau Le Lez, France",https://www.facebook.com/DomainedeVerchant,https://www.instagram.com/domainedeverchant_official/,Le Spa Verchant,+33 467072626 ,,https://twitter.com/deverchant,https://www.domainedeverchant.com/en/spa-hotel-south-france
"Premier Luxury Mountain Resort 11, Karamanitza Str. 2770, Bansko, Bulgaria","Bansko, Bulgaria",https://www.facebook.com/premierbanskohotel,https://www.instagram.com/premiermountainresort_bansko/?hl=en,Le Spa by Aegeo Spas,+359 74950500,,https://twitter.com/PremierBansko,https://www.banskohotelpremier.com
"Lefay Resort & SPA Lago di Garda, via Angelo Feltrinelli 136, Gargnano, Italy","Gargnano, Italy",https://www.facebook.com/LefayResorts,http://instagram.com/lefayresorts/,Lefay SPA Lago di Garda,+39 0365 241802,,https://twitter.com/#!/LefayResorts,https://lagodigarda.lefayresorts.com/en/lake-garda-spa-and-resort
"Via Alpe di Grual, 16, Pinzolo TN, Italy","Pinzolo, Italy",https://www.facebook.com/LefayResorts,https://instagram.com/lefayresorts/,Lefay SPA Dolomiti,+39 0465768800,,https://twitter.com/#!/LefayResorts,https://dolomiti.lefayresorts.com/en/luxury-spa-dolomites-book-luxus-spa-dolomites
"Mövenpick Hotel Qassim, King Fahd Road, ","Buraidah, Saudi Arabia",https://www.facebook.com/movenpickqassim,https://www.instagram.com/movenpickqassim/,Life Spa,+966 920000375,,https://twitter.com/MovenpickHotels,https://www.movenpick.com/en/middle-east/saudi-arabia/qassim/hotel-qassim/overview/?utm_source=google&utm_medium=local&utm_campaign=Glocal+qassim
"Chalet RoyAlp Hotel & Spa, Domaine de Rochegrise 23, Villars-sur-Ollon, Switzerland","Villars-sur-Ollon, Switzerland",https://www.facebook.com/ChaletRoyAlpHotelSpa/,https://www.instagram.com/chaletroyalp/,Le Spa by RoyAlp,+41 244959007,,https://twitter.com/chaletroyalp?lang=en,https://www.royalp.ch/spa-bien-etre
"Room 1601 & 02B, Century Square, 1-13 D'Aguilar Street, Central, Hong Kong","Hong Kong, China",https://www.facebook.com/LisseHongKong,,LISSE,+852 21169888,,,http://www.lisse.com.hk/en/index/main/
"Grand Hôtel Thalasso & Spa Loremar, 43 Boulevard Thiers, Saint-Jean-de-Luz, France","Saint-Jean-de-Luz, France",https://www.facebook.com/luzgrandhotel/,https://www.instagram.com/luzgrandhotel/,Loreamar Thalasso Spa,+33 559263536,,,http://luzgrandhotel.fr/thalassospa/loreamar/
"9 Ernlea Tce, Cashmere, Christchurch, New Zealand","Christchurch, New Zealand",https://www.facebook.com/LotusDaySpaNZ ,https://www.instagram.com/lotusdayspa_nz/,Lotus Day Spa,+64 39805400,,,https://www.lotusspa.co.nz/
109/166 Cashel Street,"Christchurch, New Zealand",https://www.facebook.com/Lovoirnz/,https://www.instagram.com/lovoir/?hl=en,Lovoir,+64 34231166,,https://twitter.com/LovoirBeauty,https://www.lovoirbeauty.com/
"Pestana Sintra Golf, Quinta da Beloura ","Sintra, Portugal",,,Magic Spa Pestana Sintra Golf Resort,+351 210424353,,,https://www.magicspa-store.com/pestana-sintra-golf
"Pestana Casino Park, Rùa Imperatriz D Amelia, Funchal, Portugal","Funchal, Portugal",https://www.facebook.com/PestanaCasinoPark/,https://www.secure.instagram.com/pestanahotels/,Magic Spa Pestana Casino Park,+351 291209109,,,https://www.magicspa-store.com/pestana-casino-park
"Pestana Palace Lisboa, Rua Jau, nº 54, 1300-314, Lisbon","Lisbon, Portugal",https://www.facebook.com/Magicspas,https://www.instagram.com/magicspabypestana/,Magic Spa Pestana Palace Lisboa,+351 210416815,,,https://www.magicspa-store.com/pestana-palace-lisboa
"Tofuya Resort & Spa Izu, 98 Yoshina, Izu City, Shizuoka Prefecture, Japan","Izu, Japan",https://www.facebook.com/tdsosaka/,,mahora Spa,+81 558851000,,,http://www.tfyjapan.com/spa/
"7 Breda Street, Oranjezicht, Cape Town, 8001","Cape Town, South Africa",https://www.facebook.com/maithaiwellness/,https://www.instagram.com/maithaiwellness_spa/,Mai Thai Wellness Spa,'+27 21 418 0713,,,https://www.maithaiwellness.com/
Azulik Tulum,"Tulum, Mexico",https://www.facebook.com/Azulikofficial/,https://www.instagram.com/azulik/,MAYA SPA,+52 9849800640,,,https://www.azulik.com/
"Islamabad Serena Hotel, Khayaban-e-Suhrwardy, Opposite Convention Centre, Islamabad, Pakistan","Islamabad, Pakistan",https://www.facebook.com/IslamabadSerenaHotel,https://www.instagram.com/serenahotelsofficial/,Maisha Spa & Health Club at Islamabad Serena Hotel,+92 512005249,,https://twitter.com/serena_hotels,https://www.serenahotels.com/serenaislamabad/en/default.html
"Fischerndorf 222, Altaussee, Austria","Altaussee, Austria",https://www.facebook.com/mayrlife.altaussee,https://www.instagram.com/mayrlife_official/,MAYRLIFE Medical Health Resort Altaussee,+43 36227450,,,https://www.mayrlife.com/en
"Claris Hotel & Spa 5*GL, Pau Claris 150, Barcelona, Spain","Barcelona, Spain",https://www.facebook.com/mayansecretspa/?rc=p,https://www.instagram.com/mayanspas,Mayan Secret Spa,+34 934452585,,https://twitter.com/mayansecretspa?lang=en,https://www.mayanspas.com/en/p/brand/mayan-secret-spa
"El Palace Hotel*****GL Barcelona, Gran Via de les Corts 668, Catalanes, Barcelona, Spain","Barcelona, Spain",https://www.facebook.com/elpalacebarcelona/,https://www.instagram.com/mayanspas/,Mayan Luxury Spa,+34 933020744,,https://twitter.com/MayanLuxurySpa,https://www.mayanspas.com/en
"Spa & Resort Bachmair Weissach, Wiesseerstr. 1, Weissach, Germany","Weissach, Germany",https://www.facebook.com/hotelbachmairweissach/,https://www.instagram.com/explore/locations/217878580/hotel-bachmair-weissach/,MIZU ONSEN SPA,+49 8022278570,,https://twitter.com/bachmairweiss?lang=en,https://www.bachmair-weissach.com/
"Jl. Raya Cebok, Kedisan, Kec. Tegallalang,","Bali, Indonesia",https://www.facebook.com/Kclububud/,https://www.instagram.com/kclububud/,MEKAR UBUD JUNGLE SPA BALI,+628113933111,,,http://www.kclububud.com
"Conrad Tokyo, 1-9-1 Higashi-Shinbashi, Minato-Ku, Tokyo, Japan","Tokyo, Japan",https://www.facebook.com/conradtokyo/,https://www.instagram.com/conrad_tokyo/?hl=en,Mizuki Spa & Fitness,+81 363888620,,https://twitter.com/conradtokyo?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.hilton.com/en/hotels/tyocici-conrad-tokyo/spa/
"Intercontinental Hotel Osaka, 3-60 Ofuka-cho, Kita-ku, Osaka-shi, Osaka 530-0011","Osaka, Japan",https://www.facebook.com/MEGURISPA,https://www.instagram.com/megurispawellness/,MEGURI SPA & WELLNESS,+81 663743503,,,https://megurispa.jp/
"Cora Cora Maldives, Raa Maamigili, Raa Atoll, Maldives","Raa Atoll, Maldives",https://www.facebook.com/coracoramaldivesresort,https://www.instagram.com/coracoramaldives/,MOKSHA® Spa & Wellbeing Center,+960 6584888,,,https://www.coracoraresorts.com/
"49 Salisbury Street, Christchurch, New Zealand","Christchurch, New Zealand",https://www.facebook.com/MossSpaNZ,https://www.instagram.com/moss.spa/,Moss Spa,+64 39307002,,,https://www.mossspa.co.nz/
"Hotel Schloss Mönchstein***** Salzburg, Mönchsberg Park 26, Salzburg, Austria","Salzburg, Austria",https://www.facebook.com/schlossmoenchstein,https://www.instagram.com/schlossmoenchstein/,Mönchstein SPA,+43 6628485550,,,https://www.monchstein.at/en/spa/
"Crystal House Suite Hotel & SPA,","Kaliningrad, Russia",https://m.facebook.com/Morion-Spa-106138581303383/,https://www.instagram.com/morionspa/,Morion Spa,+7 4012692601,,,https://crystalhousehotel.ru/en/spa/morion-spa.html
"9/99 Moo 5, Bophut, Thongson Bay Koh Samui, Suratthani 84320, Thailand","Suratthani, Thailand",https://www.facebook.com/melati.resort,https://www.instagram.com/melatibeachresort/,Melati Spa at Melati Beach Resort and Spa,+66 29445414 ,,https://twitter.com/Melati_Resort,https://www.melatiresort.com
"Floor 38, Kipco Tower, Khalid inn Waleed Street, Sharq, Safat, Kuwait","Kuwait City, Kuwait",https://www.facebook.com/mentime.ku/,https://www.instagram.com/p/_2RIxnOXL6/?hl=en,MEN TIME,+965 22943277,,,https://www.mentime-ku.com/
"83b Parklands Ave, Bell Block, New Plymouth, New Zealand","New Plymouth, New Zealand",https://www.facebook.com/Mihisplace/,,Mihi’s Place,0273237534,,,
"Grand Hotel Millennium Sofia, 89B Vitosha Blvd., Sofia, Bulgaria","Sofia, Bulgaria",https://www.facebook.com/MillenniumSpaSofia,https://www.instagram.com/millenniumspa/,Millennium Spa & Wellness Centre,+359 24457050,,,https://grandhotelmillenniumsofia.bg/millennium-spa-and-wellness-centre/
"Minthis Resort, Tsada, Paphos, Cyprus  ","Paphos, Cyprus",https://www.facebook.com/MINTHISRESORT,https://www.instagram.com/minthisresort/,Minthis Spa,+357 26842299,,,https://www.minthisresort.com/wellness/
"Marijani Beach Resort & Spa, Beach Road, Pwani Mchangani, Tanzania","Pwani Mchangani, Tanzania",https://www.facebook.com/Marijani.Zanzibar,https://www.instagram.com/marijani.zanzibar/,Marijani,+255 778088433,,,https://marijanihotel.co.tz/healing-earth-spa
"1/285 Little Collins Street, Melbourne, Victoria, Australia","Melbourne, Australia",https://www.facebook.com/missfoxmelb/,,MISS FOX Melbourne,+61 390280350,https://za.pinterest.com/missfoxmelb/_created/,https://twitter.com/missfoxmelb,https://www.missfox.com.au/
"Maritim Resort & Spa, Turtle Bay, Balaclava, Mauritius","Balaclava, Mauritius",https://www.facebook.com/maritimtropicalflowerspa/,https://www.instagram.com/maritimresortandspamauritius/,Maritim Tropical Flower Spa,+230 2041000,,,http://www.maritimresortandspa.mu/en/resort/spa/maritim-tropical-flower-spa
"1513 State Highway 7, Lewis Pass, ","Maruia Springs, New Zealand",https://www.facebook.com/maruiahotsprings/,https://www.instagram.com/maruiahotsprings/,Maruia Hot Springs,+64 21999946,,,http://www.maruiahotsprings.nz
"LOTTE HOTEL MOSCOW, Novinskiy Bul'var, дом 8, стр. 2, Moscow, Russia","Moscow, Russia",https://www.facebook.com/LOTTEHOTELMOSCOW,https://www.instagram.com/lottehotel_moscow/,Mandara Spa at LOTTE HOTEL MOSCOW,+7 4952870505,,https://twitter.com/LotteMoscow,https://www.lottehotel.com/moscow-hotel/ru/facilities/mandara-spa.html
"Al Mashreq Boutique Hotel, Prince Turki Ibn Abdulaziz Al Awwal Road, Riyadh, Saudi Arabia","Riyadh, Saudi Arabia",https://www.facebook.com/almashreqhotel,https://www.instagram.com/almashreqboutiquehotel/,Mashreq Spa,+966 112834777,,https://twitter.com/AlMashreqHotel,https://www.almashreq.sa/en/#!/recreation
"Mason, 285 Moo 3 Sukhumvit Road, Na Jomtien, Sattahip, Chonburi, Thailand","Pattaya, Thailand",https://www.facebook.com/MASON-PATTAYA-478810812608343,https://www.instagram.com/masonpattaya/,MASON SPA,+66 38194699,,,http://www.masonpattaya.com/facilities/mason-spa-fitness/
"Hilton Munich Airport, Terminalstrasse Mitte 20, Munich, Germany","Munich, Germany",https://www.facebook.com/HiltonMunichAirport,https://www.instagram.com/hiltonmunichairport/,Mountain Hub Spa,+49 8997822900,,,https://mountainhub.de/en/spa/
"Almanity Hoi An Wellness Resort, 326 Ly Thuong Kiet, Tan An Ward, Hoi An City, Quang Nam Province, Vietnam","Hoi An City, Vietnam",https://facebook.com/almanityhoian/,,My Chi Wellness & Spa,+84 2353666888,,https://twitter.com/almanityhoian,https://almanityhoian.com/en/
"Casale Panayiotis,","Kalopanayiotis, Cyprus",,,Myrianthousa Spa,99617059,,,https://www.casalepanayiotis.com/spa
" 56 Cairnhill Road, Singapore","Singapore, Singapore",https://www.facebook.com/mycozyroom/,https://www.instagram.com/mycozyroomspa/,My Cozy Room Facial Spa,+65 67320030,,,https://mycozyroom.com.sg/
"Miraggio Thermal Spa Resort,","Halkidiki, Greece",https://www.facebook.com/MiraggioResort/,https://www.instagram.com/miraggiothermalspa/?hl=en,Myrthia Thermal Spa,+30 2374440000,,,https://www.miraggio.gr/en/myrthia-thermal-spa
"dusitD2 Davao, Stella Hizon Reyes Drive, Bo Pampanga, Davao City, Philippines","Davao City, Philippines",https://www.facebook.com/dusitD2davao,https://www.instagram.com/dusitd2davao/,Namm Spa,+63 822727500,,,https://www.dusit.com/dusitd2-davao/spa/
"Al Quoz 3, Warehouse 1, Jebel Ali Building, Dubai, United Arab Emirates","Dubai, United Arab Emirates",https://www.facebook.com/NBarUAE,https://www.instagram.com/nbar.uae/?hl=en,N.Bar,+971 567268893,,https://twitter.com/nbardubai?lang=en,https://www.thegroomingcompany.com/brand/n-bar/
"Şht. Mustafa İlevi Street, Natura Cyprus, Alsancak, Kyrenia, Cyprus","Kyrenia, Cyprus",https://www.facebook.com/naturaspawellness/,https://www.instagram.com/naturaspacyprus/,Natura SPA & Wellness,+90 5338763030,,,https://www.naturaspacyprus.com/tr
"Grand Hotel Vanvitelli, Viale Carlo III, Caserta (CE), Italy","Caserta, Italy",https://www.facebook.com/grandhotelvanvitelli,https://www.instagram.com/grandhotelvanvitelli/,Naboo Spa,+39 823217910,,,https://www.grandhotelvanvitelli.it/index.php?/en/spa
"TUI BLUE Side, Evrenseki Mevkii, Side, Antalya, Turkey","Side, Turkey",https://www.facebook.com/EmirHotels,https://www.instagram.com/emirhotels/,NAR SPA by THE CİEL,+90 5425341718,,,http://www.emirhotels.com/
"105 Glebe Point Rd, Glebe, New South Wales, Australia","Sydney, Australia",https://www.facebook.com/naturesenergysydney/,https://www.instagram.com/naturesenergysydney/?hl=en,Nature’s Energy Day Spa & Wellness,+61 295555533 ,,,http://www.naturesenergy.com.au/
"Kellicar Road, Macarthur Square, Campbelltown, Australia","Campbelltown, Australia",https://www.facebook.com/nectardayspa.com.au/,https://www.instagram.com/nectardayspa/,Nectar Day Spa,+61 246286280,,,https://nectardayspa.com.au/
"Cairo Festival City Mall, Unit 1-160 Village, Egypt","Cairo, Egypt",https://www.facebook.com/nevspawellness/,https://www.instagram.com/nev_spa_wellness/?hl=en,NEV Spa & Wellness,+20 1091000503,,https://twitter.com/nev_spa,https://nevspawellness.com/
"Villa 10, Anya Resort Tagaytay, Buenavista Hills Road, Barangay Mag-Asawang Ilat, Tagaytay City, Philippines","Tagaytay City, Philippines",https://www.facebook.com/niyamawellnessph,https://www.instagram.com/niyamawellnessph/,Niyama Wellness Center,+63 9088189418,,,https://www.anyaresorts.com/niyama-wellness-center/
"Grand Hyatt Al Khobar Hotel and Residences, 3266 Custodian of The Two Holy Mosques Rd, Olaya, Al Khobar, Saudi Arabia","Al Khobar, Saudi Arabia",https://www.facebook.com/GrandHyattAlKhobar,https://www.instagram.com/grandhyattalkhobar/,Nirvana Spa and Fitness Center,+966 133311234,,https://twitter.com/Hyatt_AlKhobar,https://www.hyatt.com/en-US/hotel/saudi-arabia/grand-hyatt-al-khobar/dmmgh
"21 Cameron Road, Ikoyi, Lagos, Nigeria","Lagos, Nigeria",https://www.facebook.com/oasismedspang/,https://www.instagram.com/oasismedspang/,Oasis Med Spa,+234 8180822222,,,http://oasismedspang.com/
Nikki Beach Resort & Spa Dubai,"Pearl Jumeirah, United Arab Emirates",https://www.facebook.com/nikkibeachdubai/,https://www.instagram.com/nikkibeachdubai/,Nikki Spa,+971 4376 6150,,,https://dubai.nikkibeach.com/spa-leisure/
"Prolongación Bonampak S/N Mz 1 Lote, Continental Zone Isla Mujeres, Cancún, Quintana Roo, Mexico","Cancún, Mexico",https://www.facebook.com/NUUPSpaPlayaMujeres/,https://www.instagram.com/nuupspaplayamujeres/?hl=en,NUUP Spa at ATELIER Playa Mujeres,+52 9985004800 ,,,https://atelierdehoteles.com.mx/atelier-estudio-playa-mujeres-nuup-spa
"Pullman Dakar Teranga,10 Rue Colbert, Place de l'Indépendance, Dakar, Senegal","Dakar, Senegal",https://www.facebook.com/PullmanDakar/,https://www.instagram.com/pullmandakarteranga/,Pullman Spa Dakar,+221 338892210,,https://twitter.com/PullmanDakar,https://all.accor.com/hotel/0563/index.en.shtml
"Hyatt Regency Cairo West,","Cairo, Egypt",https://www.facebook.com/hyattregencycairowest,https://www.instagram.com/hyattregencycairowest/,PURE Spa,+20 235369500,,,https://www.hyatt.com/en-US/hotel/egypt/hyatt-regency-cairo-west/hberc?src=corp_lclb_gmb_seo_hberc
"The Royal Senses, Curio Collection by Hilton","Crete, Greece",,,Pure Senses Spa,+30 2834055002,,,http://www.hilton.com/en/hotels/herrsqq-the-royal-senses-resort-and-spa-crete
"Swissôtel Resort Bodrum Beach,","Bodrum, Turkey",https://www.facebook.com/swissotelbodrum/,https://www.instagram.com/swissotelresortbodrumbeach/?hl=en,Pürovel Spa & Sport at Swissôtel Resort Bodrum Beach,+90 2523113333,,,https://www.swissotel.com/hotels/bodrum-beach/spa-fitness/
"Phuket Marriott Resort and Spa, Nai Yang Beach, 92, 92/1 Moo 3, Phuket, Thailand","Phuket, Thailand",https://www.facebook.com/PhuketMarriottNaiYang/,https://www.instagram.com/phuketmarriott_naiyang/?hl=en,"Quan Spa at Phuket Marriott Resort and Spa, Nai Yang Beach",+66 76625555,,,https://www.marriott.com/hotels/travel/hktnb-phuket-marriott-resort-and-spa-nai-yang-beach/
"Swissôtel Büyük Efes Izmir, Alsancak, Gazi Osman Paşa Blv. No: 1, Konak/İzmir, Türkiye","İzmir, Turkey",https://www.facebook.com/SwissotelBuyukEfes/,https://www.instagram.com/swissotelizmir/?hl=en,"Pürovel Spa & Sport at Swissôtel Büyük Efes, Izmir",+90 232414592021,,,https://www.swissotel.com/hotels/izmir/spa-fitness/
"80 Houndsditch, London, United Kingdom","London, United Kingdom",https://www.facebook.com/panpacificlondon/,https://www.instagram.com/panpacificlondon/?hl=en,Pan Pacific London Wellbeing Floor and Spa,+44 2071186888,,,https://www.panpacific.com/en/hotels-and-resorts/pp-london/wellbeing.html
"Penha Longa Resort, Estrada Da Lagoa Azul, Linhó Sintra, Portugal","Sintra, Portugal",https://www.facebook.com/PenhaLongaHotel,https://www.instagram.com/penhalongaresort/,Penha Longa Spa,+351 219239650,,,https://www.penhalonga.com/en/spa/
"Avista Grande Phuket Karon - MGallery, 38 Soi Luang Phor Chuan Soi 1, Karon District, Amphur Muang, Phuket, Thailand","Phuket, Thailand",https://www.facebook.com/Avista-Grande-Phuket-Karon-MGallery-by-Sofitel-111118929519096/,https://www.instagram.com/avistagrandephuket,Pearl Spa at Avista Grande Phuket Karon – MGallery,+66 76302660,,,https://www.avista-grande-phuket-karon.com/wellness-resort/pearl-luxury-spa/
"Springs lane, Fingal, Mornington Peninsula, Victoria, Australia","Melbourne, Australia",https://www.facebook.com/Peninsulahotsprings/,https://www.instagram.com/peninsulahotsprings/,Peninsula Hot Springs,+61 359508777,,,https://www.peninsulahotsprings.com
"1000 Hinemoa Street, Rotorua, New Zealand","Rotorua, New Zealand",https://web.facebook.com/PolynesianSpa,https://www.instagram.com/polynesianspa/?hl=en,Polynesian Spa,+64 73481328,,,https://www.polynesianspa.co.nz/
"Kimpton Kitalay Samui, ","Koh Samui, Thailand",https://www.facebook.com/kimptonsamui/,https://www.instagram.com/kimptonkitalaysamui/,Pimãanda by HARNN at Kimpton Kitalay Samui,+66 77951999,,https://twitter.com/Kimpton,https://www.kimptonkitalaysamui.com/facilities/samui-spa-and-massage/
"Sahl Hasheesh Road, Hurghada, Red Sea, Egypt","Hurghada / ElGhouna, Egypt",https://www.facebook.com/albatros.citadel/,https://www.instagram.com/pickalbatros/,Royal Spa,,,,https://www.pickalbatros.com/hotels-resorts/albatros-citadel-sahl-hasheesh/
"Rockliffe Hall, Hurworth-on-Tees, Darlington, United Kingdom","Darlington, United Kingdom",https://www.facebook.com/rockliffehall/,https://www.instagram.com/rockliffe_hall/,Rockliffe Hall,+44 1325729999,,https://twitter.com/RockliffeHall,https://www.rockliffehall.com/spa-wellness/
Roxana Pourali,"Sydney, Australia",https://www.facebook.com/RoxanaPouraliCBT,https://instagram.com/roxanapourali?igshid=YmMyMTA2M2Y=,Roxana Pourali Celebrity Beauty Therapists,+61481952813,,,https://www.roxanapourali.com.au
"571 Cardero Street, Vancouver, Canada","Vancouver, Canada",https://www.facebook.com/SabaiThai,https://www.instagram.com/sabaithaispa/,Sabai Thai Spa,+1 6045686227,,https://twitter.com/sabaithai,https://www.thaispa.ca/
"1 Soi Rat U-Thit 200 Pi 2, Patong, Kathu, Phuket, Thailand ","Phuket, Thailand",https://www.facebook.com/grandmercurephuketpatong/?ref=page_internal,https://www.instagram.com/grandmercurephuketpatong/?hl=en,Ryn Spa at Grand Mercure Phuket Patong Resort & Villas,+66 629642515,,https://twitter.com/grandmercurepkt?lang=en,http://grandmercurephuketpatong.com/
"Seminole Hard Rock Hotel & Casino Hollywood, 1 Seminole Way","Hollywood, Florida, United States (US)",https://www.facebook.com/seminolehardrockhollywood/,https://www.instagram.com/hardrockholly/,Rock Spa® & Salon at Seminole Hard Rock Hotel & Casino Hollywood,+1 9547975899,,,https://www.seminolehardrockhollywood.com/amenities/rock-spa-and-salon
