company_name,product_owner,company_address,phone_number,fax,type,email,representative,landline_number,mst,product
CÔNG TY TNHH Y TẾ KỸ THUẬT CAO TOÀN CẦU,,"LK8-19, Đường D1, Saigon Mystery Villas, Phường Bình Trưng Tây, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@ghm.com.vn,TRẦN THỊ MINH TUYẾT,0987000606,0317873606,Kim điện cơ
CÔNG TY TNHH Y TẾ KỸ THUẬT CAO TOÀN CẦU,,"LK8-19, Đường D1, Saigon Mystery Villas, Phường Bình Trưng Tây, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@ghm.com.vn,TRẦN THỊ MINH TUYẾT,0987000606,0317873606,Kềm sinh thiết
CÔNG TY TNHH VẠN NIÊN,,"Số 51, ngõ 228, phố Lê Trọng Tấn, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoant@vannien.com.vn,Nguyễn Xuân Thanh,0913506840,0101540844,"Cụm IVD dấu ấn bệnh viêm khớp: Antistreptolysin O, CRP, RF"
CÔNG TY TNHH VẠN NIÊN,,"Số 51, ngõ 228, phố Lê Trọng Tấn, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoant@vannien.com.vn,Nguyễn Xuân Thanh,0913506840,0101540844,"Cụm IVD thuốc thử điện giải: Bicarbonate, Calcium, Magnesium, Phosphate"
CÔNG TY TNHH VẠN NIÊN,,"Số 51, ngõ 228, phố Lê Trọng Tấn, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoant@vannien.com.vn,Nguyễn Xuân Thanh,0913506840,0101540844,Bộ IVD xét nghiệm định lượng ACTH
CÔNG TY TNHH VẠN NIÊN,,"Số 51, ngõ 228, phố Lê Trọng Tấn, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoant@vannien.com.vn,Nguyễn Xuân Thanh,0913506840,0101540844,"Cụm IVD enzyme: ALAT, ALP, ASAT, CK-NAC, Glucose Hexokinase, LDH"
CÔNG TY TNHH VẠN NIÊN,,"Số 51, ngõ 228, phố Lê Trọng Tấn, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoant@vannien.com.vn,Nguyễn Xuân Thanh,0913506840,0101540844,"Cụm IVD Xét nghiệm chuyển hóa xương và khoáng chất: Parathyroid hormone, Calcitonin"
CÔNG TY TNHH VẠN NIÊN,,"Số 51, ngõ 228, phố Lê Trọng Tấn, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoant@vannien.com.vn,Nguyễn Xuân Thanh,0913506840,0101540844,"Cụm IVD thành phần bổ sung: C3, C4"
CÔNG TY TNHH 3S MEDICAL,,"833 Lê Hồng Phong, Phường 12, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,3smed.vn@gmail.com,TRẦN THỊ NGỌC NGA,0977949926,0315905034,"Lưỡi cắt đốt, bào, mài dùng trong nội soi khớp"
CÔNG TY CỔ PHẦN DƯỢC PHẨM BÔNG SEN VÀNG,,"Số 16LK6B, C17 Bộ Công an, khu đô thị Mỗ Lao, phường Mộ Lao, quận Hà Đông, thành phố Hà Nội, Phường Mộ Lao, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,linhnguyen.10192@gmail.com,Nguyễn Huệ,0868176111,0102747739,"Cụm IVD độc chất học AMP, MOP, MET, KET, THC, MDMA"
CÔNG TY CỔ PHẦN DƯỢC PHẨM BÔNG SEN VÀNG,,"Số 16LK6B, C17 Bộ Công an, khu đô thị Mỗ Lao, phường Mộ Lao, quận Hà Đông, thành phố Hà Nội, Phường Mộ Lao, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,linhnguyen.10192@gmail.com,Nguyễn Huệ,0868176111,0102747739,Que thử xét nghiệm định tính hemoglobin
CÔNG TY CỔ PHẦN DƯỢC PHẨM BÔNG SEN VÀNG,,"Số 16LK6B, C17 Bộ Công an, khu đô thị Mỗ Lao, phường Mộ Lao, quận Hà Đông, thành phố Hà Nội, Phường Mộ Lao, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,linhnguyen.10192@gmail.com,Nguyễn Huệ,0868176111,0102747739,"Cụm IVD độc chất học: MOP,AMP,COC"
CÔNG TY CỔ PHẦN DÂN KHANG,,"242/16 Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,dong.nd@dankhang.vn,VŨ CAO THĂNG,19007061,0314300928,GEL BÔI TRƠN
CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI ĐẠI THÀNH PHÁT,,"Tầng 5, nhà số 26, ngõ 1, đường Đồng Me, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,thanhphat0107865260@gmail.com,Trần Văn Huỳnh,0988454418,0107865260,Máy triệt  lông Diode Laser
CÔNG TY CỔ PHẦN MEDITRONIC,,"C100, số 35 phố Cự Lộc, đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,anh.nguyenngoc@meditronic.com.vn,Nguyễn Mạnh Tuấn,62851650,0101421276,Hóa chất sử dụng cho máy xét nghiệm sinh hóa
CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU THƯƠNG MẠI VIỆT TUẤN,,"Số 51, ngõ 228 đường Lê Trọng Tấn, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@vitradimex.com,Hà Sơn Bình,02436416213,0101509837,Máy phân tích huyết học 
CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU THƯƠNG MẠI VIỆT TUẤN,,"Số 51, ngõ 228 đường Lê Trọng Tấn, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@vitradimex.com,Hà Sơn Bình,02436416213,0101509837,Máy phân tích huyết học 
CÔNG TY TNHH THƯƠNG MẠI KỸ THUẬT TPCOM,,"A8, lô 19, khu đô thị Định Công, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tpcomhn@gmail.com,Nguyễn Cao Phong,0914036868,0103402896,Máy đo huyết áp tự động
CÔNG TY TNHH GOOD LIFE PHARMA VIỆT NAM,,"Số 1, ngõ 120 Định Công, Phường Phương Liệt, Quận Thanh Xuân, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,Cuocsongkhoe.vn@gmail.com,VŨ ĐỨC MẠNH,0979449456,0107854438,DUNG DỊCH NHỎ MẮT
CÔNG TY CỔ PHẦN TRANG THIẾT BỊ Y TẾ HOÀNG MAI,,"Tầng 1, số 28, lô 4, Đền Lừ 2, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hmmedical1109@gmail.com,Nguyễn Ngọc Thuy,0984618682,0110008202,Bộ bơm xi măng cột sống các loại
CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN SẢN PHẨM AN TOÀN,,"Toà W1, Phòng 3003, Vinhomes Westpoint, Đường Đỗ Đức Dục, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ngochaphambk@gmail.com,NGUYỄN THỊ THU QUỲNH,0965854568,0110037468,Gel bôi trơn Silicone
CÔNG TY TNHH DERMAMED,,"Tòa nhà etown, 364 Cộng Hòa, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,phung.dermamed@gmail.com,Trần Ngọc Mỹ,0909642410,0315728307,Thiết bị quang trị liệu
CÔNG TY CỔ PHẦN Y TẾ AMVGROUP,,"Lầu 4, Tòa nhà AMV Group, số 951A Cách Mạng Tháng Tám, Phường 07, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,mkt-dia1@amv.vn,NGUYỄN ĐỨC HOÀNG LONG,028 39703666,0102756236,Khay thử xét nghiệm định tính kháng nguyên Strep A
CÔNG TY TNHH THIẾT BỊ Y TẾ ĐỈNH CAO,,"Số 1 Bàu Cát 2, Phường 14, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ra@pinnaclehealth.com.vn,LÊ THỊ NGỌC BÍCH,02862963898,0312268965,Dụng cụ bôi keo dán phẫu thuật
CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VIỆT GIA,,"274C Nguyễn Trọng Tuyển, Phường 10, Quận Phú Nhuận, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoi.truongquoc@vietgia.com.vn,Lâm Phương Nam,3997 9434,0312593757,Dây dẫn tuần hoàn ngoài cơ thể dùng cho trẻ em
CÔNG TY TNHH TRANG THIẾT BỊ Y TẾ HƯNG PHÁT,,"D7/9, Quốc lộ 1A, Khu phố 4, Thị trấn Tân Túc, Huyện Bình Chánh, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hungphatmedical@gmail.com,HUỲNH CHÍ QUỐC,0917337360,0307780776,Dây truyền dịch
CÔNG TY TNHH DỊCH VỤ Y TẾ HALI,,"Thôn Yên Ngưu, Xã Tam Hiệp, Huyện Thanh Trì, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ketoanhali1905@gmail.com,Phạm Văn Linh,0981444969,0108418508,Ghế nha khoa
CÔNG TY TNHH DỊCH VỤ Y TẾ HALI,,"Thôn Yên Ngưu, Xã Tam Hiệp, Huyện Thanh Trì, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ketoanhali1905@gmail.com,Phạm Văn Linh,0981444969,0108418508,Nồi hấp tiệt trùng
CÔNG TY TNHH THIẾT BỊ Y TẾ HOÀNG LỘC M.E,,"37 Đường C18, Phường 12, Q. Tân Bình, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ndquy@hoanglocme.com,Nguyễn Đình Quý,0903734589,0303224087,Dùi lòng tủy
CÔNG TY TNHH THIẾT BỊ Y TẾ HOÀNG LỘC M.E,,"37 Đường C18, Phường 12, Q. Tân Bình, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ndquy@hoanglocme.com,Nguyễn Đình Quý,0903734589,0303224087,Bộ khoan xương đa năng
CÔNG TY TNHH THIẾT BỊ Y TẾ ETC,,"Phòng 702A Tầng 7, Tòa nhà CentrePoint, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,admin@etcmed.com,Lê Thị Uyên,028 3820 6780,0310520947,Kẹp cầm máu
CÔNG TY CỔ PHẦN NHÀ MÁY TRANG THIẾT BỊ Y TẾ USM HEALTHCARE,,"Lô I-4b-1.3, Đường N3, Khu Công nghệ cao, Phường Long Thạnh Mỹ, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@usm.com.vn,Võ Xuân Bội Lâm,02873044888,0312041033,Dây truyền dịch
CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VIMEC,,"DD26 Bạch Mã, Phường 15, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vutruong@vimec.net.vn,Trương Hoài Vũ,028 3864 0888,0310913521,Bộ xét nghiệm định tính Glucose 6-phosphate Dehydrogenase (G6PD) sàng lọc sơ sinh
CÔNG TY CỔ PHẦN KỸ THUẬT MINH LONG,,"Số 9 Đường số 15, KDC Him Lam, Ấp 4, Xã Bình Hưng, Huyện Bình Chánh, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tranphi@minhlongtech.com.vn,NGUYỄN THỊ TỐ MINH,0915815406,0310623082,"Hệ thống theo dõi pH và trở kháng: Dây đo pH và trở kháng, dây đo pH, bộ thu dữ liệu theo dõi pH và trở kháng."
CÔNG TY TNHH MTV SẢN XUẤT DƯỢC - MỸ PHẨM GAMMA,,"18 đường Nguyễn Hậu, Phường Tân Thành, Quận Tân Phú, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,gammachemicals@vnn.vn,LÝ TRỌNG CHINH,02388123909,0302153644,KOKOFECTANT
CÔNG TY TNHH U&C INTERNATIONAL,,"Số 22 đường 18, Phường An Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vuongthithuy96@gmail.com,CHAE SAEWOONG,02866502423,0316324385,Phôi sứ làm răng giả
VĂN PHÒNG ĐẠI DIỆN BLISS PHARMA DISTRIBUTION AND CONSULTANCY CORP. TẠI THÀNH PHỐ HỒ CHÍ MINH,,"Tầng 2, tòa nhà Hà Đô Airport, số 2 Hồng Hà, Phường 02, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,huongvietnam94@gmail.com,Joselito Jr. Reyes Fule,0767131697,0315955620,Dung dịch nhỏ mắt 
CÔNG TY TNHH DƯỢC PHẨM TUYẾT HẢI,,"195C, NGUYỄN CHÍ THANH,, Phường 12, Quận 5, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tuyethai195@gmail.com,Bùi Thị Ánh Tuyết,0913913118,0302082746,Vật liệu hàn răng vĩnh viễn và bột băng nha chu
CÔNG TY TNHH MTV TM MINH VY,,"Số 10, Đường số 18, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,chuongmv2019@gmail.com,Nguyễn Văn Chương,0908003239,0315894992,Máy phân tích điện giải tự động và hóa chất dùng cho máy phân tích điện giải tự động
CÔNG TY TNHH DAEWON PHARMACEUTICAL,,"Số 150, đường Trần Quốc Thảo, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@daewon.vn,YOO NYUNGHWAN,02862905018,0309503383,Máy nội soi tai mũi họng
CÔNG TY TNHH CÔNG NGHỆ HKN,,"SN 136/D7, khu tập thể nhà máy Z153, Thị trấn Đông Anh, Huyện Đông Anh, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hkn.tech18@gmail.com,Nguyễn Xuân Kiên,0988099462,0108192219,Thiết bị dùng trong Hệ thống khí y tế của hãng Sam Sung
CÔNG TY CỔ PHẦN KANPEKI NHẬT BẢN,,"Toà nhà EVD, số 431 Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,anhntq@kanpeki.com.vn,Nguyễn Phương Hạnh,0466863602,0106863253,Hoá chất xét nghiệm dùng cho máy phân tích sinh hoá
CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU THƯƠNG MẠI VIỆT TUẤN,,"Số 51, ngõ 228 đường Lê Trọng Tấn, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@vitradimex.com,Hà Sơn Bình,02436416213,0101509837,Chất hiệu chuẩn dùng cho máy phân tích huyết học
CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU THƯƠNG MẠI VIỆT TUẤN,,"Số 51, ngõ 228 đường Lê Trọng Tấn, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@vitradimex.com,Hà Sơn Bình,02436416213,0101509837,Họ vật liệu kiểm soát xét nghiệm định lượng 27 thông số huyết học
CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI THIẾT BỊ Y TẾ GIA PHÁT,,"Số 36, ngõ 1/48 phố Thúy Lĩnh, Phường Lĩnh Nam, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,giaphatmedical@gmail.com,Doãn Minh Lam,0936363396,0106148408,Thiết bị cắt trĩ sử dụng bằng phương pháp Longo
CÔNG TY TNHH TM DV N.K. MAY MẮN,,"781/A13 Lê Hồng Phong (nối dài), Phường 12, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,sangthu@nkluck.com,Nguyễn Thị Sang Thu,02854122882,0302218299,Dung dịch và khăn lau khử trùng cho bề mặt của các thiết bị
CÔNG TY TNHH TM DV N.K. MAY MẮN,,"781/A13 Lê Hồng Phong (nối dài), Phường 12, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,sangthu@nkluck.com,Nguyễn Thị Sang Thu,02854122882,0302218299,Dung dịch làm sạch dụng cụ nha khoa
CÔNG TY TNHH M.D.S TRUNG THIỆN,,"392/20/52 Cao Thắng, Phường 12, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,admin@mdstrungthien.vn,PHAN KIM TOÀN,0903147980,0302376496,Que thử dùng cho máy xét nghiệm nước tiểu    
CÔNG TY TNHH M.D.S TRUNG THIỆN,,"392/20/52 Cao Thắng, Phường 12, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,admin@mdstrungthien.vn,PHAN KIM TOÀN,0903147980,0302376496,Dung dịch rửa dùng cho máy xét nghiệm nước tiểu    
CÔNG TY TNHH M.D.S TRUNG THIỆN,,"392/20/52 Cao Thắng, Phường 12, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,admin@mdstrungthien.vn,PHAN KIM TOÀN,0903147980,0302376496,Dung dịch rửa dùng cho máy xét nghiệm nước tiểu    
CÔNG TY TNHH M.D.S TRUNG THIỆN,,"392/20/52 Cao Thắng, Phường 12, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,admin@mdstrungthien.vn,PHAN KIM TOÀN,0903147980,0302376496,Vật liệu kiểm soát xét nghiệm nước tiểu    
CÔNG TY TNHH KHANH HUNG ITC,,"163/47 Thành Thái, Phường 14, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,khanhhungitcgroup@gmail.com,Lê Hữu Tri,0907008488,0317750918,Máy phân tích xét nghiệm miễn dịch huỳnh quang
CÔNG TY TNHH KHANH HUNG ITC,,"163/47 Thành Thái, Phường 14, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,khanhhungitcgroup@gmail.com,Lê Hữu Tri,0907008488,0317750918,Test định lượng hỗ trợ chẩn đoán nội tiết - hormone
CÔNG TY TNHH KHANH HUNG ITC,,"163/47 Thành Thái, Phường 14, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,khanhhungitcgroup@gmail.com,Lê Hữu Tri,0907008488,0317750918,"Test định lượng hỗ trợ chẩn đoán khối u, ung thư"
CÔNG TY TNHH CÔNG NGHỆ QUỐC TẾ PHÚ MỸ,,"K1A Bửu Long, Phường 15, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,phumyitc@gmail.com,Lê Hữu Tri,0862853388,0309324289,"Hóa chất khử khuẩn, lau chùi bề mặt"
CÔNG TY TNHH XUẤT NHẬP KHẨU Y TẾ BÁCH THUẬN,,"19A ngõ 198 Vũ Hựu, Phường Thanh Bình, Hải Dương, Tỉnh Hải Dương",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hangnb158@gmail.com,Trần Thị Yến,0979785886,0801300936,Dung dịch thụt trực tràng
CÔNG TY TNHH GETZ BROS & CO. (VIỆT NAM),,"Tầng 5, số 65, đường Phạm Ngọc Thạch, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@getz.com.vn,Nguyễn Thị Lắm,02838207727,0311183620,Máy đo chức năng hô hấp cầm tay
CÔNG TY TNHH PHÁT TRIỂN,,"số 480 phố Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,lttrung-hn@lldvietnam.com,Lê Hồng Lâm,04.37534131,0100774293,Thanh đặt nhân thủy tinh thể dùng trong phẫu thuật mắt
CÔNG TY TNHH DTG MEDICAL,,"147-149 Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,gle@devicetechnologies.asia,MICHAEL BERNARD TREVASKIS,02839303933,0315901311,Bộ dụng cụ khung tham chiếu trong phẫu thuật cột sống
CÔNG TY TNHH Y TẾ MINH NHẬT,,"Số 369 Đường Lâm Du, Phường Bồ Đề, Quận Long Biên, Thành phố Hà Nội, Việt Nam, Phường Bồ Đề, Quận Long Biên, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,yteminhnhat@gmail.com,Tăng Đỗ Dũng,0815007134,0109153290,Máy xét nghiệm sinh hoá
CÔNG TY TNHH DTG MEDICAL,,"147-149 Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,gle@devicetechnologies.asia,MICHAEL BERNARD TREVASKIS,02839303933,0315901311,Bộ chuyển đổi dụng cụ trong phẫu thuật cột sống
CÔNG TY TNHH DTG MEDICAL,,"147-149 Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,gle@devicetechnologies.asia,MICHAEL BERNARD TREVASKIS,02839303933,0315901311,Bộ dụng cụ khoan dẫn hướng trong phẫu thuật cột sống
CÔNG TY TNHH Y TẾ MINH NHẬT,,"Số 369 Đường Lâm Du, Phường Bồ Đề, Quận Long Biên, Thành phố Hà Nội, Việt Nam, Phường Bồ Đề, Quận Long Biên, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,yteminhnhat@gmail.com,Tăng Đỗ Dũng,0815007134,0109153290,Họ máy xét nghiệm huyết học 
CÔNG TY TNHH DTG MEDICAL,,"147-149 Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,gle@devicetechnologies.asia,MICHAEL BERNARD TREVASKIS,02839303933,0315901311,Bộ dụng cụ định vị trong phẫu thuật cột sống
CÔNG TY TNHH DTG MEDICAL,,"147-149 Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,gle@devicetechnologies.asia,MICHAEL BERNARD TREVASKIS,02839303933,0315901311,Hệ thống định vị trong phẫu thuật cột sống
CÔNG TY TNHH DTG MEDICAL,,"147-149 Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,gle@devicetechnologies.asia,MICHAEL BERNARD TREVASKIS,02839303933,0315901311,Bộ dụng cụ thăm cuống trong phẫu thuật cột sống
CÔNG TY TNHH 3S MEDICAL,,"833 Lê Hồng Phong, Phường 12, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,3smed.vn@gmail.com,TRẦN THỊ NGỌC NGA,0977949926,0315905034,Hệ thống máy bơm nước dùng trong phẫu thuật nội soi khớp
CÔNG TY TNHH 3S MEDICAL,,"833 Lê Hồng Phong, Phường 12, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,3smed.vn@gmail.com,TRẦN THỊ NGỌC NGA,0977949926,0315905034,"Lưỡi cắt đốt, bào, mài dùng trong nội soi khớp"
CÔNG TY TNHH TRỢ THÍNH VÀ THIẾT BỊ Y TẾ KHÁNH TRẦN,,"Số 14 ngõ 1 đường Tô Hiến Thành, tổ dân phố số 1, Phường Phúc La, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,contact@kthearing.com,Nguyễn Thị Thơm,02473028668,0109700144,Máy đo thính lực
CÔNG TY TNHH CÔNG NGHỆ SINH HỌC SARAH LE,,"Số 24A ngõ 36 phố Đào Tấn, Phường Cống Vị, Quận Ba Đình, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,sarahle0110319783@gmail.com,LÊ THỊ LƯƠNG,0988454418,0110319783,Máy nâng cơ xóa nhăn dùng sóng RF
CÔNG TY TNHH THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU ĐẠI PHONG,,"Số 18B ngõ 96/71 Phố Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,thietbinhakhoadaiphong@gmail.com,LÊ THỊ LY,0902319596,0102350613,Máy điều trị tủy
CÔNG TY TNHH THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU ĐẠI PHONG,,"Số 18B ngõ 96/71 Phố Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,thietbinhakhoadaiphong@gmail.com,LÊ THỊ LY,0902319596,0102350613,Máy cắm Implant nha khoa
