address,link_face,link_twitter,listed_in,name,phone,url,web
"352 Sunny Hill Road, Greenville, New York 12083-9710",https://facebook.com/sunnyhillgolfresort,https://twitter.com/sunnyhillny,"NEW YORK, New York State",Sunny Hill Resort Golf & Spa – Catskills,(518) 634-7642,https://www.spaindex.com/listings/sunny-hill-catskills/,https://spaindex.link/SunnyhillCatskills
"489 Route 32, Highland Mills, NY 10930",https://facebook.com/WellnessSprings,,"NEW YORK, New York State",Wellness Springs Holistic Day Spa – Highland Mills,(845) 928-2898,https://www.spaindex.com/listings/wellness-springs-ny/,https://www.wellness-springs.com/
"388 Blueberry Hill, Dahlonega, GA 30533, USA",https://facebook.com/DahlonegaSpaResort,https://twitter.com/Dahlonegaspa,GEORGIA,Dahlonega Resort and Vineyard – Blue Ridge Mountains,706-865-7678,https://www.spaindex.com/listings/dahlonega-spa-resort/,spaindex.link/DahlonegaSpaResort
"301 North Harrison Street, Princeton Shopping Center, Princeton, NJ 08540, USA",https://facebook.com/MetropolisSpaSalon,https://twitter.com/MetropolisSpa,NEW JERSEY,Metropolis Spa and Salon – Princeton,609-683-8388,https://www.spaindex.com/listings/metropolis-spa-salon-princeton/,https://metropolisspasalon.com/
"1240 Old Lancaster Pike, Hockessin, DE 19707, USA",,,DELAWARE,Beauty Bar by Saiko – Hockessin,302-234-1400,https://www.spaindex.com/listings/beauty-bar-by-saiko-hockessin/,https://beautybarbysaiko.com/
"700 West Main Street, Louisville, KY 40202, USA",https://facebook.com/21cMuseumHotels,https://twitter.com/21cLouisville,"KENTUCKY, USA",21c Museum Hotel and Spa – Louisville,,https://www.spaindex.com/listings/21c-museum-hotel-and-spa-louisville/,spaindex.link/21cMuseumHotels
"400 S 2nd Street, Louisville, KY 40202",https://facebook.com/OmniLouisville,https://twitter.com/OmniLouisville,KENTUCKY,Omni Louisville Hotel and Spa,(502) 313-6664,https://www.spaindex.com/listings/omni-louisville-hotel-and-spa/,https://spaindex.link/OmniLouisville
348 North Bluff Street St George Utah 84770,https://facebook.com/stgeorgedayspa,,UTAH,St George Day Spa,435-986-3841,https://www.spaindex.com/listings/st-george-day-spa/,www.stgeorgedayspa.com
"1799 Post Road Westport, CT 06880",https://facebook.com/Dolce-Vida-Medical-Spa-113754605354199/,,CONNECTICUT,Dolce Vida Medical Spa – Westport,203-513-8457,https://www.spaindex.com/listings/dolce-vida-medical-spa-westport/,spaindex.link/DolceVitaCT
"2590 Whitney Avenue Hamden, CT 06518",https://facebook.com/Dolce-Vida-Medical-Spa-113754605354199/,,CONNECTICUT,Dolce Vida Medical Spa – Hamden,203-513-8457,https://www.spaindex.com/listings/dolce-vida-medical-spa-hamden/,spaindex.link/DolceVitaCT
4726 Cooper Avenue Lincoln Nebraska 68506,https://facebook.com/BellaSpaLincoln,,NEBRASKA,Bella Spa and Apothecary – Lincoln,402-474-1212 ,https://www.spaindex.com/listings/bella-bodyworks-lincoln/,bellabodyworks.com
140 Monroe Turnpike Suite D Trumbull CT 06611,https://facebook.com/Dolce-Vida-Medical-Spa-113754605354199/,,CONNECTICUT,Dolce Vida Medical Spa – Trumbull,203-513-8457,https://www.spaindex.com/listings/dolce-vida-medical-spa-trumbull/,spaindex.link/DolceVitaCT
"1337 Post Road East, Westport, CT 06880, USA",https://facebook.com/203-644-4507,,CONNECTICUT,New Beauty & Wellness – Westport,203-644-4507,https://www.spaindex.com/listings/new-beauty-wellness-westport/,newbeautywellness.com
"225 Reformation Parkway, Canton, GA 30114",https://facebook.com/PracticallyPerfectDaySpa,https://twitter.com/PracPerfDaySpa,GEORGIA,Practically Perfect Day Spa & Salon – Canton,(770) 704-5614,https://www.spaindex.com/listings/practically-perfect-day-spa-salon-canton/,https://www.practicallyperfectdayspa.com/
"221 S. Zetterower Ave. Statesboro, GA 30458",,,GEORGIA,Healthy Touch Day Spa – Statesboro,912-489-3883,https://www.spaindex.com/listings/healthy-touch-day-spa-statesboro/,https://thehealthytouchdayspa.com/
"3338 Peachtree Road Northeast, Atlanta, GA 30326, USA",,,GEORGIA,Buckhead Grand Spa – Atlanta,404-816-4511 ,https://www.spaindex.com/listings/buckhead-grand-spa/,https://www.buckheadgrandspa.com/
"240 City Circle #1100, Peachtree City, GA 30269, USA",https://facebook.com/IciParisDaySpa,,GEORGIA,ICI Paris Day Spa & Salon – Atlanta,770-631-2772,https://www.spaindex.com/listings/ici-paris-day-spa-ga/,www.iciparisdayspa.com
"6842 Douglas Boulevard, Douglasville, GA 30135, USA",https://facebook.com/Green.Tree.Spa,,GEORGIA,Green Tree Day Spa and Skin Care Clinic – Atlanta,770-947-8733,https://www.spaindex.com/listings/green-tree-day-spa-ga/,www.thegreentreespa.com
"601 Pic Pike Road, Saratoga, WY 82331, USA",https://facebook.com/saratogahotspringsresort,https://twitter.com/601sras,WYOMING,Saratoga Resort and Spa,800-594-0178,https://www.spaindex.com/listings/saratoga-resort-and-spa-wyoming/,saratogaresortandspa.com
Iowa,,,IOWA,Iowa Salt Spas and Salt Caves,,https://www.spaindex.com/listings/iowa-salt-spas-and-salt-caves/,
"238 Patriot Place, Foxborough, MA 02035, USA",https://facebook.com/greentangerinefoxboro,https://twitter.com/GreenTangerine1,MASSACHUSETTS,Green Tangerine Spa and Salon – Foxborough,508-203-9414,https://www.spaindex.com/listings/green-tangerine-salon-and-spa-foxborough-ma/,spaindex.link/GreenTangerineSpas
Illinois,,,"ILLINOIS, USA",Illinois Salt Spas and Salt Caves,,https://www.spaindex.com/listings/illinois-salt-spas-and-salt-caves/,
Hawaii,,,"Big Island, HAWAII, Oahu, USA",Hawaii Salt Spas and Salt Caves,,https://www.spaindex.com/listings/hawaii-salt-spas-and-salt-caves/,
Connecticut,,,"CONNECTICUT, USA",Connecticut Salt Spas and Salt Caves,,https://www.spaindex.com/listings/connecticut-salt-spas-and-salt-caves/,
Florida,,,"FLORIDA, USA",Florida Salt Spas and Salt Caves,,https://www.spaindex.com/listings/florida-salt-spas-and-salt-caves/,
Georgia,,,"GEORGIA, USA",Georgia Salt Spas and Salt Caves,,https://www.spaindex.com/listings/georgia-salt-spas-and-salt-caves/,
"140 North 4th Street, Louisville, KY 40202, USA",https://facebook.com/GaltHouseHotel,https://twitter.com/galthouse,KENTUCKY,Galt House Hotel and Spa – Louisville,502-589-5200,https://www.spaindex.com/listings/galt-house-hotel-louisville/,https://galthouse.com/?Spainde.com
"30 Rainbow Road Northeast, Albuquerque, NM 87113, USA",https://facebook.com/sandiacasino,https://twitter.com/sandia_casino,NEW MEXICO,Sandia Resort & Casino – Albuquerque,505-796-7500,https://www.spaindex.com/listings/sandia-resort-casino-new-mexico/,https://www.sandiacasino.com/
"2510 South Coast Highway, Laguna Beach, CA 92651, USA",https://facebook.com/casalaguna,https://twitter.com/CasaLaguna,"CALIFORNIA, Southern California",Casa Laguna Inn and Spa – Laguna Beach,800-233-0449,https://www.spaindex.com/listings/casa-laguna-inn-and-spa-laguna-beach/,https://www.casalaguna.com/
"3973 Mission Boulevard, San Diego, CA 92109, USA",https://facebook.com/catamaranresort,https://twitter.com/catamaranresort,"CALIFORNIA, Southern California",Catamaran Resort Hotel on the Beach – San Diego,,https://www.spaindex.com/listings/catamaran-resort-spa-hotel/,https://www.catamaranresort.com/
"1200 Athens Avenue, Lincoln, CA 95648",https://facebook.com/thundervalley,https://twitter.com/thunder_valley,"CALIFORNIA, Northern California",Spa Thunder Valley – Lincoln,916-408-9250,https://www.spaindex.com/listings/spa-thunder-valley-lincoln/,https://spaindex.link/SpaThunderValley
"1500 Fairmont Road Fairmont, MT 59711",https://facebook.com/fairmonthotspringsmontana,https://twitter.com/FairmontMontana,MONTANA,Fairmont Hot Springs Resort,406-797-3241,https://www.spaindex.com/listings/fairmont-hot-springs-resort/,https://spaindex.link/FairmontMontana
"407 North Virginia Street, Reno, NV 89501, USA",https://facebook.com/SilverLegacyResortCasino,https://twitter.com/SilverLegacy,NEVADA,Silver Legacy Resort Casino Spa – Reno,775-325-7401,https://www.spaindex.com/listings/silver-legacy-resort-casino-spa-reno/,https://spaindex.link/SilverLegacyReno
"330 Mayfield Dr Suite D2 Franklin, TN 37067",https://facebook.com/bloomandbranchspa,,TENNESSEE,Bloom and Branch Organic Spa – Franklin,615-640-0929,https://www.spaindex.com/listings/bloom-and-branch-franklin/,https://bloomandbranch.com/
"408 Broadway Blvd SE, Albuquerque, NM 87102",https://facebook.com/broadwayretreat,,NEW MEXICO,Broadway Skin and Body Retreat  – Albuquerque,(505) 246-2400,https://www.spaindex.com/listings/broadway-skin-and-body-retreat-albuquerque/,https://www.broadwayretreat.com/
"2588 West Sinagua Trail, Ivins UT 84770",https://facebook.com/InnatEntrada,https://twitter.com/AtEntrada,UTAH,Inn at Entrada – Ivins,435-634-7100,https://www.spaindex.com/listings/inn-at-entrada-ivins/,https://spaindex.link/EntradaUtah
"2000 Busted Rock Road, Meadows of Dan, VA 24120, USA",https://facebook.com/Primland,https://twitter.com/primland,VIRGINIA,Primland – Blue Ridge Mountains,,https://www.spaindex.com/listings/primland/,primland.com
"110 Albany Turnpike, Canton, CT 06019, USA",,,CONNECTICUT,Green Tangerine Spa and Salon – Canton,860-693-8785,https://www.spaindex.com/listings/green-tangerine-spa-and-salon-canton/,spaindex.link/GreenTangerineSpas
"568 Mountain Village Boulevard, Telluride, CO 81435",https://facebook.com/MadelineTEX,https://twitter.com/MadelineTEX,COLORADO,Madeline Hotel & Residences – Telluride,Main  970-369-0880  | Spa  970-369-8961,https://www.spaindex.com/listings/hotel-madeline-telluride/,https://aubergeresorts.com/madeline/
"39 Dalton Street Boston, MA  02199",https://facebook.com/greentangerineboston,https://twitter.com/gtboston,MASSACHUSETTS,Green Tangerine Spa and Salon – Sheraton Boston,617-982-6696,https://www.spaindex.com/listings/green-tangerine-spa-and-salon-boston/,spaindex.link/GreenTangerineSpas
"5333 Monroe Street, Toledo, OH 43623",https://facebook.com/MassageGreenCorporate,,OHIO,Massage Green Spa – Toledo,(419) 930-0609,https://www.spaindex.com/listings/massage-green-spa-toledo/,https://spaindex.link/MassageGreenSpas
"6 Wayside Road, Burlington, MA 01803, USA",https://facebook.com/GTBurlington,,MASSACHUSETTS,Green Tangerine Spa and Salon – Burlington,781.273.0009,https://www.spaindex.com/listings/green-tangerine-salon-and-spa-burlington-ma/,spaindex.link/GreenTangerineSpas
"19935 Center Ridge Road  Rocky River, OH 44116",https://facebook.com/MassageGreenCorporate,,OHIO,Massage Green Spa – Rocky River – TEMP CLOSED,(440) 791-0007,https://www.spaindex.com/listings/massage-green-spa-rocky-river-cleveland/,https://spaindex.link/MassageGreenSpas
"210 Andover Street, Peabody, MA 01960, USA",https://facebook.com/GreenTangerineSpaAndSalonPeabody,https://twitter.com/grntangsw,MASSACHUSETTS,Green Tangerine Spa and Salon – Peabody,978-538-0100,https://www.spaindex.com/listings/green-tangerine-salon-and-spa-peabody/,spaindex.link/GreenTangerineSpas
"23 Arrow Street, Cambridge, MA 02138, USA",https://facebook.com/sashasalonandspa,https://twitter.com/SashaSalonSpa,MASSACHUSETTS,Sasha Salon and Spa – Cambridge,617-497-4144,https://www.spaindex.com/listings/sasha-salon-spa-cambridge/,https://www.sashasalon.com/
Colorado,,,"COLORADO, USA",Colorado Salt Spas and Salt Caves,,https://www.spaindex.com/listings/colorado-salt-spas-and-salt-caves/,
"814 Scenic Highway, Lookout Mountain, TN 37350, USA",https://facebook.com/MountainEscapeSpaTN,,TENNESSEE,Mountain Escape Spa – Chattanooga Lookout Mountain,423-821-1772 ,https://www.spaindex.com/listings/mountain-escape-spa-tennessee/,https://www.mountainescapespa.com/
Arizona,,,ARIZONA,Arizona Salt Spas and Salt Caves,,https://www.spaindex.com/listings/arizona-salt-spas-and-salt-caves/,
Arkansas,,,ARKANSAS,Arkansas Salt Spas and Salt Caves,,https://www.spaindex.com/listings/arkansas-salt-spas-and-salt-caves/,
California,,,"CALIFORNIA, Central California, Northern California, Southern California, USA",California Salt Spas and Salt Caves,,https://www.spaindex.com/listings/california-salt-spas-and-salt-caves/,
Alaska,,,"ALASKA, USA",Alaska Salt Spas and Salt Caves,,https://www.spaindex.com/listings/alaska-salt-spas-and-salt-caves/,
"20 Vail Road, White River National Forest, Vail, CO 81657, USA",https://facebook.com/sonnenalp,https://twitter.com/sonnenalpvail,COLORADO,Sonnenalp Hotel of Vail,,https://www.spaindex.com/listings/sonnenalp-hotel-of-vail/,www.sonnenalp.com
"3530 County Rd 83, Tabernash, CO 80478",https://facebook.com/devilsthumbranch,https://twitter.com/DevilsThumbRnch,COLORADO,Devil’s Thumb Ranch – Granby,,https://www.spaindex.com/listings/devils-thumb-ranch-colorado/,www.devilsthumbranch.com
"5000 Kahala Avenue, Honolulu, HI 96816, USA",https://facebook.com/KahalaHotelandResort,https://twitter.com/KahalaResort,"HAWAII, Oahu",Kahala Hotel & Resort – Honolulu,808-739-8888,https://www.spaindex.com/listings/kahala-hotel-honolulu/,www.kahalaresort.com
"1813 Baldwin Avenue, Makawao, HI 96768, USA",https://facebook.com/lumeriamaui1,https://twitter.com/lumeriamaui,"HAWAII, Maui",Lumeria Maui Retreat,808-579-8877 ,https://www.spaindex.com/listings/lumeria-maui-retreat/,www.lumeriamaui.com
"6209 South Pinnacle Place #101, Sioux Falls, SD 57064, USA",https://facebook.com/radiancedayspasf,https://twitter.com/radiancedaysp,SOUTH DAKOTA,Radiance Day Spa – Sioux Falls,605-275-9535,https://www.spaindex.com/listings/radiance-day-spa-sioux-falls/,https://www.radiance-dayspa.com/
"3400 CA-246, Santa Ynez, CA 93460",https://facebook.com/chumashcasino,https://twitter.com/chumashcasino,"CALIFORNIA, Central California, Southern California",Chumash Casino Resort Santa Barbara,(800) 248-6274,https://www.spaindex.com/listings/chumash-casino-resort/,www.chumashcasino.com/
"24100 Chagrin Blvd, Suite 430, Beachwood, OH 44122",https://facebook.com/TrouveMedspa,,OHIO,Trouve Medspa – Beachwood,(216)-255-6357,https://www.spaindex.com/listings/trouve-medspa-beachwood/,https://www.trouvemedspa.com/
"4465 Hills and Dales Road Northwest, Canton, OH 44708, USA",https://facebook.com/AmadeusSpaCanton,,OHIO,Amadeus Spa – Canton,330-479-7727,https://www.spaindex.com/listings/amadeus-spa-canton/,https://amadeusspacanton.com/
"7653 Turkey Lake Rd,  Orlando,  FL 32819",https://facebook.com/goldfingersaesthetics,,FLORIDA,Goldfingers Aesthetics – Orlando,407-751-5441,https://www.spaindex.com/listings/goldfingers-aesthetics-orlando/,https://spaindex.link/GoldfingersAesthetics
"244 Seabreeze Blvd,  Daytona Beach,  FL 32118",https://facebook.com/goldfingersaesthetics,,FLORIDA,Goldfingers Aesthetics – Daytona Beach,407-333-4300,https://www.spaindex.com/listings/goldfingers-aesthetics-daytona-beach/,https://spaindex.link/GoldfingersAesthetics
"1210 South International Pkwy #174, Lake Mary, FL 32746",https://facebook.com/goldfingersaesthetics,,FLORIDA,Goldfingers Aesthetics – Lake Mary,407-333-4300,https://www.spaindex.com/listings/goldfingers-aesthetics-lake-mary/,https://spaindex.link/GoldfingersAesthetics
"6205 Snake Hill Road, Middleburg, VA 20117",https://facebook.com/pages/The-Goodstone-Inn-Estate/48118862730,https://twitter.com/goodstoneinn,VIRGINIA,"Goodstone Inn, Restaurant and Spa – Middleburg",540-687-3333 or Toll-free 877-219-4663,https://www.spaindex.com/listings/goodstone-inn-virginia/,goodstone.com
"8300 Health Park, Raleigh, NC 27615",https://facebook.com/feelsynergy,https://twitter.com/synergyspa,NORTH CAROLINA,Synergy Med Spa – North Raleigh,919-510-5130,https://www.spaindex.com/listings/synergy-spa-north-raleigh/,https://feelsynergy.com/
"1600 King Street, Alexandria, VA 22314, USA",https://facebook.com/LorienHotelandSpa,https://twitter.com/KimptonInDC,VIRGINIA,Lorien Hotel & Spa – Alexandria,,https://www.spaindex.com/listings/lorien-hotel-spa-alexandria/,www.lorienhotelandspa.com
"2415 Tuckaseegee Road, Charlotte, NC 28208, USA",https://facebook.com/PureBodySalonSpa,,NORTH CAROLINA,Pure Body Salon & Spa – Charlotte,704-393-1019,https://www.spaindex.com/listings/pure-body-salon-spa-charlotte/,https://spaindex.link/PureBodyCharlotte
"1350 Scenic Highway #328, The Shoppes Webb Gin, Snellville, GA 30078, USA",https://facebook.com/NaturalBodySpaandShop,,GEORGIA,Natural Body Spa Webb Gin – Snellville,770-985-1234,https://www.spaindex.com/listings/natural-body-spa-webb-gin/,https://spaindex.link/NaturalBodySpas
"90 West Mount Pleasant Avenue, Livingston, NJ 07039, USA",https://facebook.com/DieciSpa,https://twitter.com/Dieci_Spa,NEW JERSEY,Dieci Lifestyle Spa – Livingston,973-716-0101,https://www.spaindex.com/listings/dieci-life-style-spa-livingston/,https://www.diecispa.com/
"29 Great Jones Street, New York, NY 10012, USA",https://facebook.com/greatjonespa,,"NEW YORK, New York City",Great Jones – NOHO – NYC,212-505-3185,https://www.spaindex.com/listings/great-jones-spa-nyc/,www.greatjonesspa.com/
"2385 Peachtree Road Northeast, Peachtree-Battle Shopping Center, Atlanta, GA 30305, USA",https://facebook.com/NaturalBodySpaandShop,,GEORGIA,Natural Body Spa Buckhead – Atlanta,404-869-7722,https://www.spaindex.com/listings/natural-body-spa-buckhead/,https://spaindex.link/NaturalBodySpas
"275 Commerce Street Alpharetta, GA 30009",https://facebook.com/NaturalBodySpaandShop,,GEORGIA,Natural Body Spa – Alpharetta,678-869-1662,https://www.spaindex.com/listings/natural-body-spa-alpharetta/,https://spaindex.link/NaturalBodySpas
"1675 Cumberland Parkway Southeast #410, Smyrna, GA 30080, USA",https://facebook.com/NaturalBodySpaandShop,,GEORGIA,Natural Body Spa – Smyrna,770-437-0780 ,https://www.spaindex.com/listings/natural-body-spa-ivy-walk/,https://spaindex.link/NaturalBodySpas
"3625 Dallas Highway #605, The Avenue West Cobb, Marietta, GA 30064, USA",https://facebook.com/NaturalBodySpaandShop,,GEORGIA,Natural Body Spa West Cobb – Marietta,770-874-7500 ,https://www.spaindex.com/listings/natural-body-spa-west-cobb/,https://spaindex.link/NaturalBodySpas
"1432 Dresden Drive #300, Atlanta, GA 30319, USA",https://facebook.com/NaturalBodySpaandShop,,GEORGIA,Natural Body Spa Brookhaven – Atlanta,404-816-8801,https://www.spaindex.com/listings/natural-body-spa-brookhaven/,https://spaindex.link/NaturalBodySpas
"225 East Ponce De Leon Avenue #150, Decatur, GA 30030, USA",https://facebook.com/NaturalBodySpaandShop,,GEORGIA,Natural Body Spa – Decatur,404-370-1330 ,https://www.spaindex.com/listings/natural-body-spa-decatur/,https://spaindex.link/NaturalBodySpas
"1829 Minnekahta Avenue, Hot Springs SD 57747",https://facebook.com/MoccasinSprings,,SOUTH DAKOTA,Moccasin Springs Natural Mineral Spa – Hot Springs,(605) 745-7625,https://www.spaindex.com/listings/moccasin-springs/,https://spaindex.link/MoccasinSprings
"14410 Golf Course Drive, Baxter, MN 56425, USA",https://facebook.com/panache.baxter,https://twitter.com/SalonSpaPanache,MINNESOTA,Panache Salon and Day Spa – Baxter,218-855-1327,https://www.spaindex.com/listings/panache-salon-spa-baxter/,https://www.panachesalonspa.com/
"1402 North Highland Avenue Northeast #1, Atlanta, GA 30306, USA",https://facebook.com/NaturalBodySpaandShop,https://twitter.com/NaturalBodySpa,GEORGIA,Natural Body Spa Morningside – Atlanta,404-872-1039,https://www.spaindex.com/listings/natural-body-spa-morningside/,https://spaindex.link/NaturalBodySpas
Washington,,,"USA, WASHINGTON",Washington Salt Spas and Salt Caves,,https://www.spaindex.com/listings/washington-salt-spas/,
West Virginia,,,"USA, WEST VIRGINIA",West Virginia Salt Spas and Salt Caves,,https://www.spaindex.com/listings/west-virginia-salt-spas-caves/,
Alabama,,,"ALABAMA, USA",Alabama Salt Spas and Salt Caves,,https://www.spaindex.com/listings/alabama-salt-spas-and-salt-caves/,
Tennessee,,,"TENNESSEE, USA",Tennessee Salt Spas and Salt Caves,,https://www.spaindex.com/listings/tennessee-salt-spa/,
Rhode Island,,,"RHODE ISLAND, USA",Rhode Island Salt Spas and Salt Caves,,https://www.spaindex.com/listings/rhode-island-salt-spas/,
South Carolina,,,"SOUTH CAROLINA, USA",South Carolina Salt Spas and Salt Caves,,https://www.spaindex.com/listings/south-carolina-salt-spas/,
Oklahoma,,,"OKLAHOMA, USA",Oklahoma Salt Spas and Salt Caves,,https://www.spaindex.com/listings/oklahoma-salt-spas-and-salt-caves/,
North Carolina,,,"NORTH CAROLINA, USA",North Carolina Salt Spas and Salt Caves,,https://www.spaindex.com/listings/north-carolina-salt-spas-and-salt-caves/,
Missouri,,,"MISSOURI, USA",Missouri Salt Spas and Salt Caves,,https://www.spaindex.com/listings/missouri-salt-spas/,
Mississippi,,,"MISSISSIPPI, USA",Mississippi Salt Spas and Salt Caves,,https://www.spaindex.com/listings/mississippi-salt-spas/,
Pennsylvania,,,"PENNSYLVANIA, USA",Pennsylvania Salt Spas and Salt Caves,,https://www.spaindex.com/listings/pennsylvania-salt-spas-and-salt-caves/,
New Jersey,,,"NEW JERSEY, USA",New Jersey Salt Spas and Salt Caves,,https://www.spaindex.com/listings/new-jersey-salt-spas/,
Minnesota,,,"MINNESOTA, USA",Minnesota Salt Spas and Salt Caves,,https://www.spaindex.com/listings/minnesota-salt-spas/,
Maine,,,"MAINE, USA",Maine Salt Spas and Salt Caves,,https://www.spaindex.com/listings/maine-salt-spas-and-salt-caves/,
"2383 Monroe Avenue, Rochester, NY 14618",https://facebook.com/Waterlilyspaandcosmetics,,"NEW YORK, New York State",Waterlily Spa and Cosmetics Boutique – Rochester,(585) 442-5140,https://www.spaindex.com/listings/waterlily-rochester/,https://www.waterlilybeauty.com/
Nevada,,,"NEVADA, USA",Nevada Salt Spas and Salt Caves,,https://www.spaindex.com/listings/nevada-salt-spas-and-salt-caves/,
"124 S Washington Ave Columbus, OH 43215",https://facebook.com/bereplenish,https://twitter.com/be_replenish,OHIO,Replenish: The Spa Co-Op – Columbus,614-429-3165,https://www.spaindex.com/listings/replenish-spa-co-op/,https://replenishwith.us/
New Hampshire,,,"NEW HAMPSHIRE, USA",New Hampshire Salt Spas and Salt Caves,,https://www.spaindex.com/listings/new-hampshire-salt-spas/,
"12425 Elm Creek Blvd. N. Maple Grove, Minnesota 55369",https://facebook.com/woodhouse.arborlakes,,MINNESOTA,Woodhouse Day Spa – Arbor Lakes Maple Grove,(763) 237-3772,https://www.spaindex.com/listings/woodhouse-day-spa-maple-grove/,https://arborlakes.woodhousespas.com/
"9040 Hudson Road Suite 206 Woodbury, Minnesota 55125",https://facebook.com/WoodhouseWoodbury,,MINNESOTA,Woodhouse Day Spa – Woodbury,(651) 409-9777,https://www.spaindex.com/listings/woodhouse-day-spa-woodbury/,https://woodbury.woodhousespas.com/
"372 Chandler Street, Worcester, MA 01602, USA",https://facebook.com/bellisimospa,,MASSACHUSETTS,Bellisimo Med Spa – Worcester,508-799-7767 ,https://www.spaindex.com/listings/bellisimo-med-spa-worcester/,https://bellisimospa.com
"199 Woodcliff Drive, Fairport, NY 14450, USA",https://facebook.com/woodcliffhotelspa,https://twitter.com/woodcliffhotel,"NEW YORK, New York State",Woodcliff Hotel and Spa – Fairport,,https://www.spaindex.com/listings/woodcliff-hotel-and-spa/,www.woodcliffhotelspa.com
"4301 Orchard Lake Road #120, West Bloomfield Twnsp, MI 48323",https://facebook.com/touchofeuropespa,https://twitter.com/%20,MICHIGAN,Touch of Europe Day Spa – West Bloomfield,248-538-7546,https://www.spaindex.com/listings/touch-of-europe-day-spa/,https://www.touchofeuropedayspa.com/
"979 Broadway, Suite 202, Millbrae, CA 94030",,,"CALIFORNIA, Northern California",Water Lounge Spa – Millbrae,659-484-9800,https://www.spaindex.com/listings/water-lounge-millbrae/,https://spaindex.link/WaterLoungeCA
"2500 South El Camino Real, San Mateo, CA 94403",,,"CALIFORNIA, Northern California",Water Lounge Spa – San Mateo,650-389-7090,https://www.spaindex.com/listings/water-lounge-san-mateo/,https://spaindex.link/WaterLoungeCA
"37 Walker Street, New York, NY 10013, USA",https://facebook.com/jinsoonbeauty,https://twitter.com/JINsoon,"NEW YORK, New York City",Jin Soon Natural Hand and Foot Spas – NYC,212-941-4663,https://www.spaindex.com/listings/jin-soon-new-york/,https://spaindex.link/JinSoonNYC
"355 Santana Row #2010, Santana Row, San Jose, CA 95128, USA",https://facebook.com/BurkeWilliamsSpa,https://twitter.com/burke_williams,"CALIFORNIA, Northern California",Burke Williams Day Spa – San Jose,,https://www.spaindex.com/listings/burke-williams-day-spa-san-jose/,https://spaindex.link/BurkeWilliamsSpas
"4400 Ashford Dunwoody Road NE, Suite 1805, Atlanta, Georgia 30346",https://facebook.com/WoodhouseDunwoody,,GEORGIA,Woodhouse Day Spa – Dunwoody Atlanta,(770) 377-3505,https://www.spaindex.com/listings/woodhouse-day-spa-dunwoody/,https://dunwoody.woodhousespas.com/
"3539 South Lafountain Street, Kokomo, IN 46902, USA",https://facebook.com/solutionssalonandspa,https://twitter.com/SolutionsSpa,INDIANA,Solutions Day Spa – Kokomo,765-453-3617,https://www.spaindex.com/listings/solutions-day-spa-kokomo/,https://solutionsdayspa.com/
"12000 Big Cottonwood Canyon, Solitude, Utah 84121",https://facebook.com/SolitudeMTN,https://twitter.com/solitudemtn,UTAH,The Inn at Solitude Mountain  – Utah,801-534-1400,https://www.spaindex.com/listings/inn-at-solitude-mountain-utah/,https://spaindex.link/SolitudeMountain
"100 Madonna Rd, San Luis Obispo, CA 93401",https://facebook.com/MadonnaInn,https://twitter.com/MadonnaInn,"CALIFORNIA, Central California",The Madonna Inn and Spa San Luis Obispo,,https://www.spaindex.com/listings/madonna-inn-and-spa-san-luis-obispo/,spaindex.link/MadonnaInnSpa
"865 Market Street, San Francisco, CA 94103, USA",https://facebook.com/BurkeWilliamsSpa,https://twitter.com/burke_williams,"CALIFORNIA, Northern California",Burke Williams Day Spa – San Francisco,415-694-7980,https://www.spaindex.com/listings/burke-williams-day-spa-sf/,https://spaindex.link/BurkeWilliamsSpas
"49500 Seminole Dr, Cabazon, CA 92230",https://facebook.com/morongocasinoresort,https://twitter.com/morongocasino,"CALIFORNIA, Southern California",Morongo Casino Resort and Spa – Palm Springs,800-252-4499 (Toll Free) or  951-849-3080 (Local),https://www.spaindex.com/listings/morongo-casino-resort-and-spa/,https://www.morongocasinoresort.com/
"661 S. Rivershore Lane Ste. 100 Eagle, ID 83616",https://facebook.com/pages/Two-Rivers-Salon-and-Spa/126685592385,https://twitter.com/TwoRiversSpa,IDAHO,Two Rivers Salon and Spa – Boise,208-938-9060,https://www.spaindex.com/listings/two-rivers-day-spa-eagle/,www.tworiversspa.com
"301 Fulton Street,  Grand Haven, Michigan, MI 49417",https://facebook.com/LynPhillipsSalon,,MICHIGAN,Lyn Phillips Salon and Spa – Grand Haven,616-847-1933,https://www.spaindex.com/listings/lyn-phillips-salon-spa/,https://www.lynphillips.com/
"3700 Shore Drive, Virginia Beach, VA 23455 ",,,VIRGINIA,Nourish Day Spa – Virginia Beach,(757) 222-4600,https://www.spaindex.com/listings/nourish-day-spa-virginia-beach/,nourishdayspa.com/
"1406 West 6th Street, 3rd Floor, Cleveland, OH 44113",https://facebook.com/juvlyaesthetics,https://twitter.com/JuvlyAesthetics,OHIO,Juvly Aesthetics Med Spa – Cleveland,614-500-7000,https://www.spaindex.com/listings/juvly-aesthetics-cleveland/,https://spaindex.link/JuvlyAesthetics
"950 West Mesquite Blvd. Mesquite NV, 89027",https://facebook.com/casablancamesquite,https://twitter.com/CasaBlancaNV,NEVADA,Casablanca Resort Casino Golf and Spa –  Mesquite,(877) 438-2929,https://www.spaindex.com/listings/casablanca-resort-casino-golf-and-spa/,https://spaindex.link/CasablancaNevada
